id,character_id,name,is_default,sort_order,image_url,image_local_url,combat_type,side,gender,species,tags,source_url
loki7,loki,Marvel Studios' Loki,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/loki7.png,/mff-assets/uniforms/loki7.webp,Universal,Villain,Male,Alien,"{""Mind"",""Chill"",""Energy"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/loki7/skills
loki6,loki,Marvel Studios' Loki (President Loki),false,5,https://thanosvibs.money/images-thumbnails/portraits/md/loki6.png,/mff-assets/uniforms/loki6.webp,Universal,Villain,Male,Alien,"{""Mind"",""Chill"",""Energy"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/loki6/skills
loki5,loki,Marvel Studios' Loki (TVA Suit),false,6,https://thanosvibs.money/images-thumbnails/portraits/md/loki5.png,/mff-assets/uniforms/loki5.webp,Universal,Villain,Male,Alien,"{""Mind"",""Chill"",""Energy"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/loki5/skills
loki2,loki,Marvel Studios' Thor: Ragnarok,false,7,https://thanosvibs.money/images-thumbnails/portraits/md/loki2.png,/mff-assets/uniforms/loki2.webp,Universal,Villain,Male,Alien,"{""Mind"",""Chill"",""Energy"",""Cold"",""Physical"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/loki2/skills
loki8,loki,Young Avengers,false,8,https://thanosvibs.money/images-thumbnails/portraits/md/loki8.png,/mff-assets/uniforms/loki8.webp,Universal,Hero,Male,Alien,"{""Mind"",""Chill"",""Young Avengers"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/loki8/skills
lukecage,lukecage,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/lukecage.png,/mff-assets/uniforms/lukecage.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Defenders"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/lukecage/skills
lukecage1,lukecage,"All-New, All-Different",false,1,https://thanosvibs.money/images-thumbnails/portraits/md/lukecage1.png,/mff-assets/uniforms/lukecage1.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Defenders"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/lukecage1/skills
lukecage2,lukecage,Marvel Studios' Luke Cage,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/lukecage2.png,/mff-assets/uniforms/lukecage2.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Defenders"",""Physical"",""Instinct:Justice"",""Source:Tv"",""Transcended""}",https://thanosvibs.money/api/characters/lukecage2/skills
lukecage3,lukecage,Uptown Suit,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/lukecage3.png,/mff-assets/uniforms/lukecage3.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Defenders"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/lukecage3/skills
lunasnow,lunasnow,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/lunasnow.png,/mff-assets/uniforms/lunasnow.webp,Speed,Hero,Female,Human,"{""Leadership"",""Cold Blooded"",""Energy"",""Cold"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/lunasnow/skills
lunasnow1,lunasnow,Andromeda Suit,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/lunasnow1.png,/mff-assets/uniforms/lunasnow1.webp,Speed,Hero,Female,Human,"{""Leadership"",""Cold Blooded"",""Energy"",""Cold"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/lunasnow1/skills
lunasnow2,lunasnow,Lifestyle Series 1,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/lunasnow2.png,/mff-assets/uniforms/lunasnow2.webp,Speed,Hero,Female,Human,"{""Leadership"",""Cold Blooded"",""Energy"",""Cold"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/lunasnow2/skills
lunasnow3,lunasnow,Light Sirius Armor,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/lunasnow3.png,/mff-assets/uniforms/lunasnow3.webp,Speed,Hero,Female,Human,"{""Leadership"",""Cold Blooded"",""Energy"",""Cold"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/lunasnow3/skills
lunasnow5,lunasnow,Mirae 2099,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/lunasnow5.png,/mff-assets/uniforms/lunasnow5.webp,Speed,Hero,Female,Human,"{""Leadership"",""Cold Blooded"",""Energy"",""Cold"",""Instinct:Justice"",""Source:Collab"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/lunasnow5/skills
lunasnow4,lunasnow,Summer Lilac,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/lunasnow4.png,/mff-assets/uniforms/lunasnow4.webp,Speed,Hero,Female,Human,"{""Leadership"",""Cold Blooded"",""Energy"",""Cold"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/lunasnow4/skills
modok,modok,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/modok.png,/mff-assets/uniforms/modok.webp,Blast,Villain,Male,Human,"{""Mind"",""Machine"",""Pure Evil"",""Energy"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/modok/skills
modok3,modok,Ant-Man and the Wasp: Quantumania,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/modok3.png,/mff-assets/uniforms/modok3.webp,Blast,Villain,Male,Human,"{""Mind"",""Machine"",""Pure Evil"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-3""}",https://thanosvibs.money/api/characters/modok3/skills
modok2,modok,CAPDOC,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/modok2.png,/mff-assets/uniforms/modok2.webp,Blast,Villain,Male,Human,"{""Mind"",""Machine"",""Pure Evil"",""Energy"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/modok2/skills
modok1,modok,SPIDOC,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/modok1.png,/mff-assets/uniforms/modok1.webp,Blast,Villain,Male,Human,"{""Mind"",""Machine"",""Pure Evil"",""Physical"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/modok1/skills
mbaku1,mbaku,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/mbaku1.png,/mff-assets/uniforms/mbaku1.webp,Combat,Hero,Male,Human,"{""Leadership"",""Strong"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/mbaku1/skills
madelynepryor,madelynepryor,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/madelynepryor.png,/mff-assets/uniforms/madelynepryor.webp,Blast,Villain,Female,Mutant,"{""Mind"",""Mind Resist"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/madelynepryor/skills
madelynepryor1,madelynepryor,Winter Queen,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/madelynepryor1.png,/mff-assets/uniforms/madelynepryor1.webp,Blast,Villain,Female,Mutant,"{""Chill"",""Mind Resist"",""Energy"",""Cold"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/madelynepryor1/skills
magik,magik,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/magik.png,/mff-assets/uniforms/magik.webp,Blast,Hero,Female,Mutant,"{""Magic"",""Mind Resist"",""Physical"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magik/skills
magik2,magik,Krakoan Winter,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/magik2.png,/mff-assets/uniforms/magik2.webp,Blast,Hero,Female,Mutant,"{""Magic"",""Mind Resist"",""Energy"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magik2/skills
magik3,magik,Marvel Rivals,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/magik3.png,/mff-assets/uniforms/magik3.webp,Blast,Hero,Female,Mutant,"{""Magic"",""Mind Resist"",""Energy"",""Instinct:Order"",""Source:Collab"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magik3/skills
magik1,magik,Phoenix Five,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/magik1.png,/mff-assets/uniforms/magik1.webp,Blast,Villain,Female,Mutant,"{""Magic"",""Mind Resist"",""Phoenix Force"",""Energy"",""Physical"",""Fire"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magik1/skills
magneto,magneto,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/magneto.png,/mff-assets/uniforms/magneto.webp,Blast,Villain,Male,Mutant,"{""Energy Projection"",""Mind Resist"",""Energy"",""Lightning"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magneto/skills
magneto2,magneto,House of X,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/magneto2.png,/mff-assets/uniforms/magneto2.webp,Blast,Villain,Male,Mutant,"{""Energy Projection"",""Mind Resist"",""Energy"",""Lightning"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magneto2/skills
magneto3,magneto,Krakoan Winter,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/magneto3.png,/mff-assets/uniforms/magneto3.webp,Blast,Villain,Male,Mutant,"{""Energy Projection"",""Mind Resist"",""Energy"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magneto3/skills
magneto4,magneto,Marvel Animation's X-Men '97,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/magneto4.png,/mff-assets/uniforms/magneto4.webp,Blast,Hero,Male,Mutant,"{""Energy Projection"",""Mind Resist"",""Energy"",""Instinct:Destruction"",""Source:Animation"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magneto4/skills
magneto1,magneto,Marvel NOW!,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/magneto1.png,/mff-assets/uniforms/magneto1.webp,Blast,Villain,Male,Mutant,"{""Energy Projection"",""Mind Resist"",""Energy"",""Physical"",""Lightning"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/magneto1/skills
makkari,makkari,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/makkari.png,/mff-assets/uniforms/makkari.webp,Speed,Hero,Female,Alien,"{""Leadership"",""Fast Movement"",""Eternals"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/makkari/skills
makkari1,makkari,Marvel Studios' Eternals,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/makkari1.png,/mff-assets/uniforms/makkari1.webp,Speed,Hero,Female,Alien,"{""Leadership"",""Fast Movement"",""Eternals"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/makkari1/skills
malekith,malekith,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/malekith.png,/mff-assets/uniforms/malekith.webp,Blast,Villain,Male,Alien,"{""Pure Evil"",""Energy"",""Physical"",""Mind"",""Instinct:Destruction"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/malekith/skills
malekith1,malekith,"All-New, All-Different",false,1,https://thanosvibs.money/images-thumbnails/portraits/md/malekith1.png,/mff-assets/uniforms/malekith1.webp,Blast,Villain,Male,Alien,"{""Pure Evil"",""Energy"",""Physical"",""Mind"",""Instinct:Destruction"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/malekith1/skills
malekith2,malekith,War of the Realms,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/malekith2.png,/mff-assets/uniforms/malekith2.webp,Blast,Villain,Male,Alien,"{""Pure Evil"",""Symbiote"",""Energy"",""Physical"",""Instinct:Destruction"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/malekith2/skills
manthing,manthing,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/manthing.png,/mff-assets/uniforms/manthing.webp,Combat,Hero,Male,Human,"{""Strong"",""Healing"",""Magic"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/manthing/skills
mantis,mantis,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/mantis.png,/mff-assets/uniforms/mantis.webp,Blast,Hero,Female,Alien,"{""Mind"",""Healing"",""Energy"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/mantis/skills
mantis1,mantis,Marvel Studios' Guardians of the Galaxy 3,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/mantis1.png,/mff-assets/uniforms/mantis1.webp,Blast,Hero,Female,Alien,"{""Mind"",""Healing"",""Guardians of the Galaxy"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/mantis1/skills
marvelboy,marvelboy,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/marvelboy.png,/mff-assets/uniforms/marvelboy.webp,Universal,Hero,Male,Alien,"{""Fast Movement"",""Young Avengers"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/marvelboy/skills
maximus,maximus,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/maximus.png,/mff-assets/uniforms/maximus.webp,Blast,Villain,Male,Inhuman,"{""Mind Resist"",""Pure Evil"",""Energy"",""Lightning"",""Instinct:Destruction"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/maximus/skills
medusa,medusa,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/medusa.png,/mff-assets/uniforms/medusa.webp,Universal,Hero,Female,Inhuman,"{""Command"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/medusa/skills
medusa3,medusa,Ancient Curse,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/medusa3.png,/mff-assets/uniforms/medusa3.webp,Universal,Hero,Female,Inhuman,"{""Command"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/medusa3/skills
medusa2,medusa,Inhumans vs X-Men,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/medusa2.png,/mff-assets/uniforms/medusa2.webp,Universal,Hero,Female,Inhuman,"{""Command"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/medusa2/skills
medusa1,medusa,Monsters Unleashed! (MFF Variant),false,3,https://thanosvibs.money/images-thumbnails/portraits/md/medusa1.png,/mff-assets/uniforms/medusa1.webp,Universal,Hero,Female,Inhuman,"{""Command"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/medusa1/skills
mephisto,mephisto,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/mephisto.png,/mff-assets/uniforms/mephisto.webp,Blast,Villain,Male,Other,"{""Hellfire"",""Magic"",""Pure Evil"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/mephisto/skills
mephisto1,mephisto,Master of Hell,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/mephisto1.png,/mff-assets/uniforms/mephisto1.webp,Universal,Villain,Male,Other,"{""Hellfire"",""Magic"",""Pure Evil"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/mephisto1/skills
minn-erva,minnerva,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/minn-erva.png,/mff-assets/uniforms/minnerva.webp,Combat,Villain,Female,Alien,"{""Strong"",""Agility"",""Pure Evil"",""Physical"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/minn-erva/skills
minn-erva1,minnerva,Marvel Studios' Captain Marvel,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/minn-erva1.png,/mff-assets/uniforms/minnerva1.webp,Combat,Villain,Female,Alien,"{""Strong"",""Agility"",""Pure Evil"",""Energy"",""Physical"",""Instinct:Destruction"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/minn-erva1/skills
misterfantastic,misterfantastic,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/misterfantastic.png,/mff-assets/uniforms/misterfantastic.webp,Combat,Hero,Male,Human,"{""Durability"",""Leadership"",""Fantastic Four"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/misterfantastic/skills
misterfantastic1,misterfantastic,Future Foundation,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/misterfantastic1.png,/mff-assets/uniforms/misterfantastic1.webp,Combat,Hero,Male,Human,"{""Durability"",""Leadership"",""Fantastic Four"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/misterfantastic1/skills
misterfantastic4,misterfantastic,Marvel Studios' The Fantastic Four: First Steps,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/misterfantastic4.png,/mff-assets/uniforms/misterfantastic4.webp,Combat,Hero,Male,Human,"{""Durability"",""Leadership"",""Fantastic Four"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/misterfantastic4/skills
misterfantastic3,misterfantastic,The Fall of the Fantastic Four,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/misterfantastic3.png,/mff-assets/uniforms/misterfantastic3.webp,Combat,Hero,Male,Human,"{""Durability"",""Leadership"",""Fantastic Four"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/misterfantastic3/skills
misterfantastic2,misterfantastic,The Maker,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/misterfantastic2.png,/mff-assets/uniforms/misterfantastic2.webp,Combat,Villain,Male,Human,"{""Durability"",""Pure Evil"",""Fantastic Four"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/misterfantastic2/skills
mistersinister,mistersinister,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/mistersinister.png,/mff-assets/uniforms/mistersinister.webp,Blast,Villain,Male,Mutant,"{""Pure Evil"",""Energy Projection"",""Healing"",""Energy"",""Mind"",""Instinct:Destruction"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/mistersinister/skills
mistersinister1,mistersinister,Hellfire Gala,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/mistersinister1.png,/mff-assets/uniforms/mistersinister1.webp,Blast,Villain,Male,Mutant,"{""Pure Evil"",""Energy Projection"",""Healing"",""Energy"",""Mind"",""Instinct:Destruction"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/mistersinister1/skills
mistyknight,mistyknight,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/mistyknight.png,/mff-assets/uniforms/mistyknight.webp,Speed,Hero,Female,Human,"{""Agent"",""Weapons Master"",""Physical"",""Cold"",""Lightning"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/mistyknight/skills
mockingbird,mockingbird,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/mockingbird.png,/mff-assets/uniforms/mockingbird.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/mockingbird/skills
mockingbird2,mockingbird,"All-New, All-Different",false,1,https://thanosvibs.money/images-thumbnails/portraits/md/mockingbird2.png,/mff-assets/uniforms/mockingbird2.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/mockingbird2/skills
mockingbird1,mockingbird,Marvel Studios' Agents of S.H.I.E.L.D.,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/mockingbird1.png,/mff-assets/uniforms/mockingbird1.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Physical"",""Instinct:Justice"",""Source:Tv"",""Transcended"",""Alias:Bobbi Morse""}",https://thanosvibs.money/api/characters/mockingbird1/skills
moleculeman,moleculeman,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/moleculeman.png,/mff-assets/uniforms/moleculeman.webp,Universal,Villain,Male,Human,"{""Fast Movement"",""Energy Projection"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/moleculeman/skills
moltenman,moltenman,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/moltenman.png,/mff-assets/uniforms/moltenman.webp,Combat,Villain,Male,Human,"{""Pure Evil"",""Durability"",""Flame"",""Physical"",""Fire"",""Instinct:Cruelty"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/moltenman/skills
moongirl,moongirl,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/moongirl.png,/mff-assets/uniforms/moongirl.webp,Blast,Hero,Female,Inhuman,"{""Weapons Master"",""Leadership"",""Energy"",""Physical"",""Lightning"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/moongirl/skills
moongirl1,moongirl,Monsters Unleashed! (MFF Variant),false,1,https://thanosvibs.money/images-thumbnails/portraits/md/moongirl1.png,/mff-assets/uniforms/moongirl1.webp,Blast,Hero,Female,Inhuman,"{""Weapons Master"",""Leadership"",""Energy"",""Physical"",""Lightning"",""Instinct:Order"",""Source:Original"",""Transcended""}",https://thanosvibs.money/api/characters/moongirl1/skills
moonknight,moonknight,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/moonknight.png,/mff-assets/uniforms/moonknight.webp,Combat,Hero,Male,Human,"{""Weapons Master"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/moonknight/skills
moonknight1,moonknight,Armored,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/moonknight1.png,/mff-assets/uniforms/moonknight1.webp,Combat,Hero,Male,Human,"{""Weapons Master"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/moonknight1/skills
moonknight4,moonknight,Blood Moon Knight,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/moonknight4.png,/mff-assets/uniforms/moonknight4.webp,Speed,Hero,Male,Human,"{""Weapons Master"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Collab"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/moonknight4/skills
moonknight3,moonknight,Marvel Studios' Moon Knight,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/moonknight3.png,/mff-assets/uniforms/moonknight3.webp,Combat,Hero,Male,Human,"{""Weapons Master"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/moonknight3/skills
moonknight2,moonknight,Mr. Knight,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/moonknight2.png,/mff-assets/uniforms/moonknight2.webp,Combat,Hero,Male,Human,"{""Weapons Master"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/moonknight2/skills
moonstone,moonstone,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/moonstone.png,/mff-assets/uniforms/moonstone.webp,Blast,Villain,Female,Human,"{""Dark Avengers"",""Energy Projection"",""Instinct:Cruelty"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/moonstone/skills
morbius,morbius,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/morbius.png,/mff-assets/uniforms/morbius.webp,Combat,Villain,Male,Human,"{""Strong"",""Agility"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/morbius/skills
morganlefay,morganlefay,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/morganlefay.png,/mff-assets/uniforms/morganlefay.webp,Universal,Villain,Female,Human,"{""Magic"",""Pure Evil"",""Energy"",""Poison"",""Instinct:Cruelty"",""Source:Original"",""Tier-3""}",https://thanosvibs.money/api/characters/morganlefay/skills
morganlefay1,morganlefay,Fallen Soul,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/morganlefay1.png,/mff-assets/uniforms/morganlefay1.webp,Universal,Villain,Female,Human,"{""Magic"",""Pure Evil"",""Energy"",""Instinct:Cruelty"",""Source:Original"",""Tier-3""}",https://thanosvibs.money/api/characters/morganlefay1/skills
morph,morph,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/morph.png,/mff-assets/uniforms/morph.webp,Combat,Hero,Neutral,Mutant,"{""Weapons Master"",""Agility"",""Physical"",""Instinct:Order"",""Source:Animation"",""Tier-3""}",https://thanosvibs.money/api/characters/morph/skills
kamalakhan,msmarvelkamalakhan,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/kamalakhan.png,/mff-assets/uniforms/kamalakhan.webp,Combat,Hero,Female,Inhuman,"{""Strong"",""Healing"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/kamalakhan/skills
kamalakhan2,msmarvelkamalakhan,Inhumans: Attilan Rising,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/kamalakhan2.png,/mff-assets/uniforms/kamalakhan2.webp,Combat,Hero,Female,Inhuman,"{""Strong"",""Healing"",""Physical"",""Lightning"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/kamalakhan2/skills
kamalakhan1,msmarvelkamalakhan,Karachi Costume,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/kamalakhan1.png,/mff-assets/uniforms/kamalakhan1.webp,Speed,Hero,Female,Inhuman,"{""Strong"",""Healing"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/kamalakhan1/skills
kamalakhan5,msmarvelkamalakhan,Marvel Animation's Marvel Zombies,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/kamalakhan5.png,/mff-assets/uniforms/kamalakhan5.webp,Speed,Hero,Female,Inhuman,"{""Strong"",""Leadership"",""Physical"",""Instinct:Order"",""Source:Animation"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/kamalakhan5/skills
