id,appearance_ability_id,stage_id,stage_order,effect_order,source_effect_id,ability_code,effect_name,description,duration,tick,persistent,metadata
appearance-ability:blade3:uniform-passive:stage:100064501:0:effect:1000645011:0,appearance-ability:blade3:uniform-passive,100064501,1,1,1000645011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 25% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>25%</b> when attacking.""}"
appearance-ability:blade3:uniform-passive:stage:100064501:0:effect:1000645012:1,appearance-ability:blade3:uniform-passive,100064501,1,2,1000645012,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:blade3:uniform-passive:stage:100064501:0:effect:1000645013:2,appearance-ability:blade3:uniform-passive,100064501,1,3,1000645013,11,MAX HP ↑,20% increase of HP.,,,false,"{""rawDescription"":""<b>20%</b> increase of HP.""}"
appearance-ability:bluemarvel:leader-skill:stage:101462006:0:effect:1014620061:0,appearance-ability:bluemarvel:leader-skill,101462006,1,1,1014620061,10,ALL BASIC DEFENSES INCREASE,Increases all Basic Defenses by 50%.,,,false,"{""rawDescription"":""Increases all Basic Defenses by <b>50%</b>.""}"
appearance-ability:bluemarvel:passive:stage:101460401:0:effect:1014604011:0,appearance-ability:bluemarvel:passive,101460401,1,1,1014604011,314,Decreases all basic damage,Decreases basic damage received by 70%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>70%</b>.""}"
appearance-ability:bluemarvel:tier-2-passive:stage:101467001:0:effect:1014670011:0,appearance-ability:bluemarvel:tier-2-passive,101467001,1,1,1014670011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 5%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>5%</b>.""}"
appearance-ability:bluemarvel:tier-2-passive:stage:101467001:0:effect:1014670012:1,appearance-ability:bluemarvel:tier-2-passive,101467001,1,2,1014670012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 30%, increases Bonus Damage by 25%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>30%</b>, increases Bonus Damage by <b>25%</b>.""}"
appearance-ability:bluemarvel:tier-2-passive:stage:101467001:0:effect:1014670013:2,appearance-ability:bluemarvel:tier-2-passive,101467001,1,3,1014670013,120,PIERCE,"70% chance to penetrate with All Damage Immune, Barrier effect.",,,false,"{""rawDescription"":""<b>70%</b> chance to penetrate with <b>All Damage Immune, Barrier</b> effect.""}"
appearance-ability:bluemarvel1:leader-skill:stage:101464006:0:effect:1014640061:0,appearance-ability:bluemarvel1:leader-skill,101464006,1,1,1014640061,10,ALL BASIC DEFENSES INCREASE,Increases all Basic Defenses by 50%.,,,false,"{""rawDescription"":""Increases all Basic Defenses by <b>50%</b>.""}"
appearance-ability:bluemarvel1:passive:stage:101463901:0:effect:1014639011:0,appearance-ability:bluemarvel1:passive,101463901,1,1,1014639011,314,Decreases all basic damage,Decreases basic damage received by 70%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>70%</b>.""}"
appearance-ability:bluemarvel1:tier-2-passive:stage:101464101:0:effect:1014641011:0,appearance-ability:bluemarvel1:tier-2-passive,101464101,1,1,1014641011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 5%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>5%</b>.""}"
appearance-ability:bluemarvel1:tier-2-passive:stage:101464101:0:effect:1014641012:1,appearance-ability:bluemarvel1:tier-2-passive,101464101,1,2,1014641012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 30%, increases Bonus Damage by 25%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>30%</b>, increases Bonus Damage by <b>25%</b>.""}"
appearance-ability:bluemarvel1:tier-2-passive:stage:101464101:0:effect:1014641013:2,appearance-ability:bluemarvel1:tier-2-passive,101464101,1,3,1014641013,120,PIERCE,"70% chance to penetrate with All Damage Immune, Barrier effect.",,,false,"{""rawDescription"":""<b>70%</b> chance to penetrate with <b>All Damage Immune, Barrier</b> effect.""}"
appearance-ability:bluemarvel1:uniform-passive:stage:101465001:0:effect:1014650011:0,appearance-ability:bluemarvel1:uniform-passive,101465001,1,1,1014650011,38,ALL RESISTANCE ↑,Increases All Resistances by 30%.,,,false,"{""rawDescription"":""Increases All Resistances by <b>30%</b>.""}"
appearance-ability:bluemarvel1:uniform-passive:stage:101465001:0:effect:1014650012:1,appearance-ability:bluemarvel1:uniform-passive,101465001,1,2,1014650012,402,Natural Enemy,Increases damage dealt to targets with 206 effect by 30%,,,false,"{""rawDescription"":""Increases damage dealt to targets with <b>206</b> effect by <b>30%</b>""}"
appearance-ability:bluemarvel1:uniform-passive:stage:101465001:0:effect:1014650013:2,appearance-ability:bluemarvel1:uniform-passive,101465001,1,3,1014650013,402,Natural Enemy,Increases damage dealt to targets with 401 effect by 30%,,,false,"{""rawDescription"":""Increases damage dealt to targets with <b>401</b> effect by <b>30%</b>""}"
appearance-ability:clea:leader-skill:stage:100972006:0:effect:1009720061:0,appearance-ability:clea:leader-skill,100972006,1,1,1009720061,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 24%.,,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>24%</b>.""}"
appearance-ability:clea:passive:stage:100970801:0:effect:1009708011:0,appearance-ability:clea:passive,100970801,1,1,1009708011,250,SUMMON,Summon an illusion with 105% of the summoner's stats.,10,,false,"{""rawDescription"":""Summon an illusion with <b>105%</b> of the summoner's stats.""}"
appearance-ability:clea:tier-2-passive:stage:100977001:0:effect:1009770011:0,appearance-ability:clea:tier-2-passive,100977001,1,1,1009770011,117,SUMMONED CHARACTER STATS ↑,"Increases summoned characters' Basic Attacks and Basic Defenses by 60%, Increases HP by 10%, increases duration of summoned characters by 50%.",,,false,"{""rawDescription"":""Increases summoned characters' Basic Attacks and Basic Defenses by <b>60%</b>,<br>Increases HP by <b>10%</b>, increases duration of summoned characters by <b>50%</b>.""}"
appearance-ability:colossus:leader-skill:stage:101582006:0:effect:1015820061:0,appearance-ability:colossus:leader-skill,101582006,1,1,1015820061,221,PHYSICAL IMMUNITY,100% chance to become immune to Physical Damage.,11,,false,"{""rawDescription"":""<b>100%</b> chance to become immune to Physical Damage.""}"
appearance-ability:colossus:passive:stage:101581401:0:effect:1015814011:0,appearance-ability:colossus:passive,101581401,1,1,1015814011,300,Decreases basic damage based on character's faction,Decreases basic damage received from Villain faction by 50%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Villain</b> faction by <b>50%</b>.""}"
appearance-ability:colossus:passive:stage:101581401:0:effect:1015814012:1,appearance-ability:colossus:passive,101581401,1,2,1015814012,47,Counter Reflect,Decreases damage received from reflected effects by 60%.Effect: Physical Reflect,,,false,"{""rawDescription"":""Decreases damage received from reflected effects by <b>60%</b>.Effect: <b>Physical Reflect</b>""}"
appearance-ability:colossus:tier-2-passive:stage:101587001:0:effect:1015870011:0,appearance-ability:colossus:tier-2-passive,101587001,1,1,1015870011,232,PHYSICAL REFLECT,Reflects 100% of Physical Damage received. (Up to 150% of Max Attack).,,,false,"{""rawDescription"":""Reflects <b>100%</b> of Physical Damage received. (Up to <b>150%</b> of Max Attack).""}"
appearance-ability:colossus:tier-2-passive:stage:101587001:0:effect:1015870012:1,appearance-ability:colossus:tier-2-passive,101587001,1,2,1015870012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 32%, increases Bonus Damage by 15%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>32%</b>, increases Bonus Damage by <b>15%</b>.""}"
appearance-ability:colossus:tier-2-passive:stage:101587001:0:effect:1015870013:2,appearance-ability:colossus:tier-2-passive,101587001,1,3,1015870013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 15%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>15%</b>.""}"
appearance-ability:colossus1:leader-skill:stage:101582006:0:effect:1015820061:0,appearance-ability:colossus1:leader-skill,101582006,1,1,1015820061,221,PHYSICAL IMMUNITY,100% chance to become immune to Physical Damage.,11,,false,"{""rawDescription"":""<b>100%</b> chance to become immune to Physical Damage.""}"
appearance-ability:colossus1:passive:stage:101581401:0:effect:1015814011:0,appearance-ability:colossus1:passive,101581401,1,1,1015814011,300,Decreases basic damage based on character's faction,Decreases basic damage received from Villain faction by 50%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Villain</b> faction by <b>50%</b>.""}"
appearance-ability:colossus1:passive:stage:101581401:0:effect:1015814012:1,appearance-ability:colossus1:passive,101581401,1,2,1015814012,47,Counter Reflect,Decreases damage received from reflected effects by 60%.Effect: Physical Reflect,,,false,"{""rawDescription"":""Decreases damage received from reflected effects by <b>60%</b>.Effect: <b>Physical Reflect</b>""}"
appearance-ability:colossus1:tier-2-passive:stage:101587001:0:effect:1015870011:0,appearance-ability:colossus1:tier-2-passive,101587001,1,1,1015870011,232,PHYSICAL REFLECT,Reflects 100% of Physical Damage received. (Up to 150% of Max Attack).,,,false,"{""rawDescription"":""Reflects <b>100%</b> of Physical Damage received. (Up to <b>150%</b> of Max Attack).""}"
appearance-ability:colossus1:tier-2-passive:stage:101587001:0:effect:1015870012:1,appearance-ability:colossus1:tier-2-passive,101587001,1,2,1015870012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 32%, increases Bonus Damage by 15%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>32%</b>, increases Bonus Damage by <b>15%</b>.""}"
appearance-ability:colossus1:tier-2-passive:stage:101587001:0:effect:1015870013:2,appearance-ability:colossus1:tier-2-passive,101587001,1,3,1015870013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 15%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>15%</b>.""}"
appearance-ability:colossus1:uniform-passive:stage:101585001:0:effect:1015850011:0,appearance-ability:colossus1:uniform-passive,101585001,1,1,1015850011,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:colossus1:uniform-passive:stage:101585001:0:effect:1015850012:1,appearance-ability:colossus1:uniform-passive,101585001,1,2,1015850012,220,RESIST,Immunity to Fracture Effect.,,,false,"{""rawDescription"":""Immunity to <b>Fracture</b> Effect.""}"
appearance-ability:colossus2:leader-skill:stage:101582006:0:effect:1015820061:0,appearance-ability:colossus2:leader-skill,101582006,1,1,1015820061,221,PHYSICAL IMMUNITY,100% chance to become immune to Physical Damage.,11,,false,"{""rawDescription"":""<b>100%</b> chance to become immune to Physical Damage.""}"
appearance-ability:colossus2:passive:stage:101583401:0:effect:1015834011:0,appearance-ability:colossus2:passive,101583401,1,1,1015834011,300,Decreases basic damage based on character's faction,Decreases basic damage received from Villain faction by 50%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Villain</b> faction by <b>50%</b>.""}"
appearance-ability:colossus2:passive:stage:101583401:0:effect:1015834012:1,appearance-ability:colossus2:passive,101583401,1,2,1015834012,47,Counter Reflect,Decreases damage received from reflected effects by 60%.Effect: Physical Reflect,,,false,"{""rawDescription"":""Decreases damage received from reflected effects by <b>60%</b>.Effect: <b>Physical Reflect</b>""}"
appearance-ability:colossus2:passive:stage:101583401:0:effect:1015834013:2,appearance-ability:colossus2:passive,101583401,1,3,1015834013,300,Decreases basic damage based on character's faction,Decreases basic damage received from Hero faction by 50%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Hero</b> faction by <b>50%</b>.""}"
appearance-ability:colossus2:tier-2-passive:stage:101587001:0:effect:1015870011:0,appearance-ability:colossus2:tier-2-passive,101587001,1,1,1015870011,232,PHYSICAL REFLECT,Reflects 100% of Physical Damage received. (Up to 150% of Max Attack).,,,false,"{""rawDescription"":""Reflects <b>100%</b> of Physical Damage received. (Up to <b>150%</b> of Max Attack).""}"
appearance-ability:colossus2:tier-2-passive:stage:101587001:0:effect:1015870012:1,appearance-ability:colossus2:tier-2-passive,101587001,1,2,1015870012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 32%, increases Bonus Damage by 15%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>32%</b>, increases Bonus Damage by <b>15%</b>.""}"
appearance-ability:colossus2:tier-2-passive:stage:101587001:0:effect:1015870013:2,appearance-ability:colossus2:tier-2-passive,101587001,1,3,1015870013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 15%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>15%</b>.""}"
appearance-ability:colossus2:uniform-passive:stage:101585101:0:effect:1015851011:0,appearance-ability:colossus2:uniform-passive,101585101,1,1,1015851011,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:colossus2:uniform-passive:stage:101585101:0:effect:1015851012:1,appearance-ability:colossus2:uniform-passive,101585101,1,2,1015851012,220,RESIST,Immunity to Fracture Effect.,,,false,"{""rawDescription"":""Immunity to <b>Fracture</b> Effect.""}"
appearance-ability:colossus3:leader-skill:stage:101582006:0:effect:1015820061:0,appearance-ability:colossus3:leader-skill,101582006,1,1,1015820061,221,PHYSICAL IMMUNITY,100% chance to become immune to Physical Damage.,11,,false,"{""rawDescription"":""<b>100%</b> chance to become immune to Physical Damage.""}"
appearance-ability:colossus3:passive:stage:101588301:0:effect:1015883011:0,appearance-ability:colossus3:passive,101588301,1,1,1015883011,300,Decreases basic damage based on character's faction,Decreases basic damage received from Villain faction by 50%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Villain</b> faction by <b>50%</b>.""}"
appearance-ability:colossus3:passive:stage:101588301:0:effect:1015883012:1,appearance-ability:colossus3:passive,101588301,1,2,1015883012,47,Counter Reflect,Decreases damage received from reflected effects by 65%.Effect: Physical Reflect,,,false,"{""rawDescription"":""Decreases damage received from reflected effects by <b>65%</b>.Effect: <b>Physical Reflect</b>""}"
appearance-ability:colossus3:passive:stage:101588301:0:effect:1015883013:2,appearance-ability:colossus3:passive,101588301,1,3,1015883013,300,Decreases basic damage based on character's faction,Decreases basic damage received from Hero faction by 50%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Hero</b> faction by <b>50%</b>.""}"
appearance-ability:colossus3:tier-2-passive:stage:101587101:0:effect:1015871011:0,appearance-ability:colossus3:tier-2-passive,101587101,1,1,1015871011,232,PHYSICAL REFLECT,Reflects 100% of Physical Damage received. (Up to 150% of Max Attack).,,,false,"{""rawDescription"":""Reflects <b>100%</b> of Physical Damage received. (Up to <b>150%</b> of Max Attack).""}"
appearance-ability:colossus3:tier-2-passive:stage:101587101:0:effect:1015871012:1,appearance-ability:colossus3:tier-2-passive,101587101,1,2,1015871012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 45%, increases Bonus Damage by 40%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>45%</b>, increases Bonus Damage by <b>40%</b>.""}"
appearance-ability:colossus3:tier-2-passive:stage:101587101:0:effect:1015871013:2,appearance-ability:colossus3:tier-2-passive,101587101,1,3,1015871013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 30%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>30%</b>.""}"
appearance-ability:colossus3:uniform-passive:stage:101587201:0:effect:1015872011:0,appearance-ability:colossus3:uniform-passive,101587201,1,1,1015872011,314,Decreases all basic damage,Decreases basic damage received by 35%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>35%</b>.""}"
appearance-ability:colossus3:uniform-passive:stage:101587201:0:effect:1015872012:1,appearance-ability:colossus3:uniform-passive,101587201,1,2,1015872012,220,RESIST,Immunity to Fracture Effect.,,,false,"{""rawDescription"":""Immunity to <b>Fracture</b> Effect.""}"
appearance-ability:colossus3:uniform-passive:stage:101587201:0:effect:1015872013:2,appearance-ability:colossus3:uniform-passive,101587201,1,3,1015872013,297,PHYSICAL DAMAGE ↓,Decreases Physical Damage Received by 40%.,,,false,"{""rawDescription"":""Decreases Physical Damage Received by <b>40%</b>.""}"
appearance-ability:corvusglaive:leader-skill:stage:100742006:0:effect:1007420061:0,appearance-ability:corvusglaive:leader-skill,100742006,1,1,1007420061,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 24%.,,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>24%</b>.""}"
appearance-ability:corvusglaive:passive:stage:100740401:0:effect:1007404011:0,appearance-ability:corvusglaive:passive,100740401,1,1,1007404011,253,REVIVE,Revive with 100% of Max HP,,,false,"{""rawDescription"":""Revive with <b>100%</b> of Max HP""}"
appearance-ability:corvusglaive:tier-2-passive:stage:100747001:0:effect:1007470011:0,appearance-ability:corvusglaive:tier-2-passive,100747001,1,1,1007470011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 15%, increases Bonus Damage by 10%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>15%</b>, increases Bonus Damage by <b>10%</b>.""}"
appearance-ability:corvusglaive:tier-2-passive:stage:100747001:0:effect:1007470012:1,appearance-ability:corvusglaive:tier-2-passive,100747001,1,2,1007470012,117,SUMMONED CHARACTER STATS ↑,"Increases summoned characters' Basic Attacks and Basic Defenses by 20%, Increases HP by 15%, increases duration of summoned characters by 20%.",,,false,"{""rawDescription"":""Increases summoned characters' Basic Attacks and Basic Defenses by <b>20%</b>,<br>Increases HP by <b>15%</b>, increases duration of summoned characters by <b>20%</b>.""}"
appearance-ability:corvusglaive:tier-2-passive:stage:100747001:0:effect:1007470013:2,appearance-ability:corvusglaive:tier-2-passive,100747001,1,3,1007470013,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>25%</b>""}"
appearance-ability:corvusglaive1:leader-skill:stage:100742006:0:effect:1007420061:0,appearance-ability:corvusglaive1:leader-skill,100742006,1,1,1007420061,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 24%.,,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>24%</b>.""}"
appearance-ability:corvusglaive1:passive:stage:100740401:0:effect:1007404011:0,appearance-ability:corvusglaive1:passive,100740401,1,1,1007404011,253,REVIVE,Revive with 100% of Max HP,,,false,"{""rawDescription"":""Revive with <b>100%</b> of Max HP""}"
appearance-ability:corvusglaive1:tier-2-passive:stage:100747001:0:effect:1007470011:0,appearance-ability:corvusglaive1:tier-2-passive,100747001,1,1,1007470011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 15%, increases Bonus Damage by 10%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>15%</b>, increases Bonus Damage by <b>10%</b>.""}"
appearance-ability:corvusglaive1:tier-2-passive:stage:100747001:0:effect:1007470012:1,appearance-ability:corvusglaive1:tier-2-passive,100747001,1,2,1007470012,117,SUMMONED CHARACTER STATS ↑,"Increases summoned characters' Basic Attacks and Basic Defenses by 20%, Increases HP by 15%, increases duration of summoned characters by 20%.",,,false,"{""rawDescription"":""Increases summoned characters' Basic Attacks and Basic Defenses by <b>20%</b>,<br>Increases HP by <b>15%</b>, increases duration of summoned characters by <b>20%</b>.""}"
appearance-ability:corvusglaive1:tier-2-passive:stage:100747001:0:effect:1007470013:2,appearance-ability:corvusglaive1:tier-2-passive,100747001,1,3,1007470013,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>25%</b>""}"
appearance-ability:corvusglaive1:uniform-passive:stage:100745001:0:effect:1007450011:0,appearance-ability:corvusglaive1:uniform-passive,100745001,1,1,1007450011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Hero faction by 15%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Hero</b> faction by <b>15%</b>.""}"
appearance-ability:corvusglaive1:uniform-passive:stage:100745001:0:effect:1007450012:1,appearance-ability:corvusglaive1:uniform-passive,100745001,1,2,1007450012,25,PHYSICAL ATTACK ↑,15% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>15%</b> increase of Physical Attack.""}"
appearance-ability:corvusglaive2:leader-skill:stage:100746906:0:effect:1007469061:0,appearance-ability:corvusglaive2:leader-skill,100746906,1,1,1007469061,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 24%.,,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>24%</b>.""}"
appearance-ability:corvusglaive2:passive:stage:100746801:0:effect:1007468011:0,appearance-ability:corvusglaive2:passive,100746801,1,1,1007468011,253,REVIVE,Revive with 100% of Max HP,,,false,"{""rawDescription"":""Revive with <b>100%</b> of Max HP""}"
appearance-ability:corvusglaive2:tier-2-passive:stage:100747101:0:effect:1007471011:0,appearance-ability:corvusglaive2:tier-2-passive,100747101,1,1,1007471011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 15%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>15%</b>.""}"
appearance-ability:corvusglaive2:tier-2-passive:stage:100747101:0:effect:1007471012:1,appearance-ability:corvusglaive2:tier-2-passive,100747101,1,2,1007471012,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:corvusglaive2:tier-2-passive:stage:100747101:0:effect:1007471013:2,appearance-ability:corvusglaive2:tier-2-passive,100747101,1,3,1007471013,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>25%</b>""}"
appearance-ability:corvusglaive2:uniform-passive:stage:100745101:0:effect:1007451011:0,appearance-ability:corvusglaive2:uniform-passive,100745101,1,1,1007451011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Hero faction by 30%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Hero</b> faction by <b>30%</b>.""}"
appearance-ability:corvusglaive2:uniform-passive:stage:100745101:0:effect:1007451012:1,appearance-ability:corvusglaive2:uniform-passive,100745101,1,2,1007451012,25,PHYSICAL ATTACK ↑,20% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>20%</b> increase of Physical Attack.""}"
appearance-ability:crossbones:leader-skill:stage:100782006:0:effect:1007820061:0,appearance-ability:crossbones:leader-skill,100782006,1,1,1007820061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:crossbones:passive:stage:100787101:0:effect:1007871011:0,appearance-ability:crossbones:passive,100787101,1,1,1007871011,200,STUN,Stun,2,,false,"{""rawDescription"":""Stun""}"
appearance-ability:crossbones:passive:stage:100787101:0:effect:1007871012:1,appearance-ability:crossbones:passive,100787101,1,2,1007871012,25,PHYSICAL ATTACK ↑,15% increase of Physical Attack.,7,,false,"{""rawDescription"":""<b>15%</b> increase of Physical Attack.""}"
appearance-ability:crossbones:tier-2-passive:stage:100781501:0:effect:1007815011:0,appearance-ability:crossbones:tier-2-passive,100781501,1,1,1007815011,7,CRITICAL DAMAGE ↑,Critical Damage increases by 35%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>35%</b>.""}"
appearance-ability:crossbones:tier-2-passive:stage:100781501:0:effect:1007815012:1,appearance-ability:crossbones:tier-2-passive,100781501,1,2,1007815012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 10%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>10%</b>""}"
appearance-ability:crossbones:tier-2-passive:stage:100781501:0:effect:1007815013:2,appearance-ability:crossbones:tier-2-passive,100781501,1,3,1007815013,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>30%</b>""}"
appearance-ability:crossbones1:leader-skill:stage:100782006:0:effect:1007820061:0,appearance-ability:crossbones1:leader-skill,100782006,1,1,1007820061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:crossbones1:passive:stage:100787101:0:effect:1007871011:0,appearance-ability:crossbones1:passive,100787101,1,1,1007871011,200,STUN,Stun,2,,false,"{""rawDescription"":""Stun""}"
appearance-ability:crossbones1:passive:stage:100787101:0:effect:1007871012:1,appearance-ability:crossbones1:passive,100787101,1,2,1007871012,25,PHYSICAL ATTACK ↑,15% increase of Physical Attack.,7,,false,"{""rawDescription"":""<b>15%</b> increase of Physical Attack.""}"
appearance-ability:crossbones1:tier-2-passive:stage:100781501:0:effect:1007815011:0,appearance-ability:crossbones1:tier-2-passive,100781501,1,1,1007815011,7,CRITICAL DAMAGE ↑,Critical Damage increases by 35%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>35%</b>.""}"
appearance-ability:crossbones1:tier-2-passive:stage:100781501:0:effect:1007815012:1,appearance-ability:crossbones1:tier-2-passive,100781501,1,2,1007815012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 10%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>10%</b>""}"
appearance-ability:crossbones1:tier-2-passive:stage:100781501:0:effect:1007815013:2,appearance-ability:crossbones1:tier-2-passive,100781501,1,3,1007815013,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>30%</b>""}"
appearance-ability:crossbones1:uniform-passive:stage:100785001:0:effect:1007850011:0,appearance-ability:crossbones1:uniform-passive,100785001,1,1,1007850011,6,CRITICAL RATE ↑,Critical Rate increases by 15%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>15%</b>.""}"
appearance-ability:crossbones2:leader-skill:stage:100782006:0:effect:1007820061:0,appearance-ability:crossbones2:leader-skill,100782006,1,1,1007820061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:crossbones2:passive:stage:100787101:0:effect:1007871011:0,appearance-ability:crossbones2:passive,100787101,1,1,1007871011,200,STUN,Stun,2,,false,"{""rawDescription"":""Stun""}"
appearance-ability:crossbones2:passive:stage:100787101:0:effect:1007871012:1,appearance-ability:crossbones2:passive,100787101,1,2,1007871012,25,PHYSICAL ATTACK ↑,15% increase of Physical Attack.,7,,false,"{""rawDescription"":""<b>15%</b> increase of Physical Attack.""}"
appearance-ability:crossbones2:tier-2-passive:stage:100781501:0:effect:1007815011:0,appearance-ability:crossbones2:tier-2-passive,100781501,1,1,1007815011,7,CRITICAL DAMAGE ↑,Critical Damage increases by 35%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>35%</b>.""}"
appearance-ability:crossbones2:tier-2-passive:stage:100781501:0:effect:1007815012:1,appearance-ability:crossbones2:tier-2-passive,100781501,1,2,1007815012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 10%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>10%</b>""}"
appearance-ability:crossbones2:tier-2-passive:stage:100781501:0:effect:1007815013:2,appearance-ability:crossbones2:tier-2-passive,100781501,1,3,1007815013,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>30%</b>""}"
appearance-ability:crossbones2:uniform-passive:stage:100785101:0:effect:1007851011:0,appearance-ability:crossbones2:uniform-passive,100785101,1,1,1007851011,6,CRITICAL RATE ↑,Critical Rate increases by 25%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>25%</b>.""}"
