character_id,name,acquisition,season,cost,release_update,release_date,image_url,image_local_url,source_url
hulk,Marvel Studios' Thor: Ragnarok,1750 Crystals,,1750 Crystals,Update 3.5,"October 25, 2017",https://thanosvibs.money/static/assets/portraits_128/hulk3.png,/mff-assets/uniforms/hulk3.webp,https://thanosvibs.money/uniforms
hulk,Team Suit,1750 Crystals,,1750 Crystals,Update 5.0,"April 24, 2019",https://thanosvibs.money/static/assets/portraits_128/hulk5.png,/mff-assets/uniforms/hulk5.webp,https://thanosvibs.money/uniforms
hulk,Titan,1750 Crystals,,1750 Crystals,Update 10.0,"May 8, 2024",https://thanosvibs.money/static/assets/portraits_128/hulk8.png,/mff-assets/uniforms/hulk8.webp,https://thanosvibs.money/uniforms
hulk,World War Hulk,500000 Gold,,500000 Gold,Update 1.9,"January 20, 2016",https://thanosvibs.money/static/assets/portraits_128/hulk2.png,/mff-assets/uniforms/hulk2.webp,https://thanosvibs.money/uniforms
hulkamadeuscho,Brawn,1750 Crystals,,1750 Crystals,Update 6.2,"June 30, 2020",https://thanosvibs.money/static/assets/portraits_128/amadeuscho2.png,/mff-assets/uniforms/amadeuscho2.webp,https://thanosvibs.money/uniforms
hulkamadeuscho,Monsters Unleashed! (MFF Variant),500000 Gold,,500000 Gold,Update 2.8,"January 11, 2017",https://thanosvibs.money/static/assets/portraits_128/amadeuscho1.png,/mff-assets/uniforms/amadeuscho1.webp,https://thanosvibs.money/uniforms
hulkbuster,Celestial Hulkbuster,1750 Crystals,,1750 Crystals,Update 10.3,"September 4, 2024",https://thanosvibs.money/static/assets/portraits_128/hulkbuster4.png,/mff-assets/uniforms/hulkbuster4.webp,https://thanosvibs.money/uniforms
hulkbusterironmanmark43,Heavy Duty Armor,500000 Gold,,500000 Gold,Update 2.0,"March 16, 2016",https://thanosvibs.money/static/assets/portraits_128/hulkbuster1.png,/mff-assets/uniforms/hulkbuster1.webp,https://thanosvibs.money/uniforms
hulkbusterironmanmark44,3099,1750 Crystals,,1750 Crystals,Update 7.3,"August 3, 2021",https://thanosvibs.money/static/assets/portraits_128/hulkbuster3.png,/mff-assets/uniforms/hulkbuster3.webp,https://thanosvibs.money/uniforms
hulkbuster20,Marvel Studios' Avengers: Infinity War,1750 Crystals,,1750 Crystals,Update 4.1,"May 30, 2018",https://thanosvibs.money/static/assets/portraits_128/hulkbuster2.png,/mff-assets/uniforms/hulkbuster2.webp,https://thanosvibs.money/uniforms
humantorch,Classic,1750 Crystals,,1750 Crystals,Update 7.0,"April 20, 2021",https://thanosvibs.money/static/assets/portraits_128/humantorch2.png,/mff-assets/uniforms/humantorch2.webp,https://thanosvibs.money/uniforms
humantorch,Future Foundation,1750 Crystals,,1750 Crystals,Update 5.3,"August 7, 2019",https://thanosvibs.money/static/assets/portraits_128/humantorch1.png,/mff-assets/uniforms/humantorch1.webp,https://thanosvibs.money/uniforms
humantorch,Marvel Studios' The Fantastic Four: First Steps,1750 Crystals,,1750 Crystals,Update 11.1,"July 16, 2025",https://thanosvibs.money/static/assets/portraits_128/humantorch4.png,/mff-assets/uniforms/humantorch4.webp,https://thanosvibs.money/uniforms
humantorch,The Fall of the Fantastic Four,1750 Crystals,,1750 Crystals,Update 10.1.5a,"June 26, 2024",https://thanosvibs.money/static/assets/portraits_128/humantorch3.png,/mff-assets/uniforms/humantorch3.webp,https://thanosvibs.money/uniforms
hyperion,Classic,500000 Gold,,500000 Gold,Update 4.6,"November 28, 2018",https://thanosvibs.money/static/assets/portraits_128/hyperion1.png,/mff-assets/uniforms/hyperion1.webp,https://thanosvibs.money/uniforms
hyperion,Enter the Phoenix,1750 Crystals,,1750 Crystals,Update 7.5,"October 13, 2021",https://thanosvibs.money/static/assets/portraits_128/hyperion2.png,/mff-assets/uniforms/hyperion2.webp,https://thanosvibs.money/uniforms
iceman,Krakoan Summer,Summer Exclusive (1750 Crystals),Summer,1750 Crystals,Update 8.2.5,"July 20, 2022",https://thanosvibs.money/static/assets/portraits_128/iceman2.png,/mff-assets/uniforms/iceman2.webp,https://thanosvibs.money/uniforms
iceman,X-Men Blue,1750 Crystals,,1750 Crystals,Update 6.3b,"August 25, 2020",https://thanosvibs.money/static/assets/portraits_128/iceman1.png,/mff-assets/uniforms/iceman1.webp,https://thanosvibs.money/uniforms
ikaris,Marvel Studios' Eternals,1750 Crystals,,1750 Crystals,Update 7.5.5,"October 27, 2021",https://thanosvibs.money/static/assets/portraits_128/ikaris1.png,/mff-assets/uniforms/ikaris1.webp,https://thanosvibs.money/uniforms
inferno,Modern,500000 Gold,,500000 Gold,Update 3.6,"November 28, 2017",https://thanosvibs.money/static/assets/portraits_128/inferno1.png,/mff-assets/uniforms/inferno1.webp,https://thanosvibs.money/uniforms
infinityultron,Marvel Studios' What If...?,1750 Crystals,,1750 Crystals,Update 7.8.5b,"March 2, 2022",https://thanosvibs.money/static/assets/portraits_128/ultron4.png,/mff-assets/uniforms/ultron4.webp,https://thanosvibs.money/uniforms
invisiblewoman,Classic,1750 Crystals,,1750 Crystals,Update 7.0,"April 20, 2021",https://thanosvibs.money/static/assets/portraits_128/invisiblewoman2.png,/mff-assets/uniforms/invisiblewoman2.webp,https://thanosvibs.money/uniforms
invisiblewoman,Future Foundation,1750 Crystals,,1750 Crystals,Update 5.3,"August 7, 2019",https://thanosvibs.money/static/assets/portraits_128/invisiblewoman1.png,/mff-assets/uniforms/invisiblewoman1.webp,https://thanosvibs.money/uniforms
invisiblewoman,Marvel Studios' The Fantastic Four: First Steps,1750 Crystals,,1750 Crystals,Update 11.1,"July 16, 2025",https://thanosvibs.money/static/assets/portraits_128/invisiblewoman4.png,/mff-assets/uniforms/invisiblewoman4.webp,https://thanosvibs.money/uniforms
invisiblewoman,The Fall of the Fantastic Four,1750 Crystals,,1750 Crystals,Update 10.1,"June 12, 2024",https://thanosvibs.money/static/assets/portraits_128/invisiblewoman3.png,/mff-assets/uniforms/invisiblewoman3.webp,https://thanosvibs.money/uniforms
ironfist,"All-New, All-Different",500000 Gold,,500000 Gold,Update 2.2,"June 15, 2016",https://thanosvibs.money/static/assets/portraits_128/ironfist2.png,/mff-assets/uniforms/ironfist2.webp,https://thanosvibs.money/uniforms
ironfist,Marvel Studios' Iron Fist,500000 Gold,,500000 Gold,Update 2.9.5,"March 15, 2017",https://thanosvibs.money/static/assets/portraits_128/ironfist3.png,/mff-assets/uniforms/ironfist3.webp,https://thanosvibs.money/uniforms
ironfist,New Avengers,500000 Gold,,500000 Gold,Update 1.7,"November 17, 2015",https://thanosvibs.money/static/assets/portraits_128/ironfist1.png,/mff-assets/uniforms/ironfist1.webp,https://thanosvibs.money/uniforms
ironfist,The Living Weapon,1750 Crystals,,1750 Crystals,Update 6.9,"March 16, 2021",https://thanosvibs.money/static/assets/portraits_128/ironfist4.png,/mff-assets/uniforms/ironfist4.webp,https://thanosvibs.money/uniforms
ironman,Avengers 3099,Story Mode Clear #1,,,Update 5.7,"January 8, 2020",https://thanosvibs.money/static/assets/portraits_128/ironman7.png,/mff-assets/uniforms/ironman7.webp,https://thanosvibs.money/uniforms
ironman,Avengers: Age of Ultron,Free,,Free,Update 1.1,"May 15, 2015",https://thanosvibs.money/static/assets/portraits_128/ironman1.png,/mff-assets/uniforms/ironman1.webp,https://thanosvibs.money/uniforms
ironman,Back to Basics,1750 Crystals,,1750 Crystals,Update 8.1,"June 1, 2022",https://thanosvibs.money/static/assets/portraits_128/ironman9.png,/mff-assets/uniforms/ironman9.webp,https://thanosvibs.money/uniforms
ironman,Marvel Studios' Avengers: Endgame,1750 Crystals,,1750 Crystals,Update 5.0,"April 24, 2019",https://thanosvibs.money/static/assets/portraits_128/ironman5.png,/mff-assets/uniforms/ironman5.webp,https://thanosvibs.money/uniforms
ironman,Marvel Studios' Avengers: Infinity War,1750 Crystals,,1750 Crystals,Update 4.0,"April 25, 2018",https://thanosvibs.money/static/assets/portraits_128/ironman4.png,/mff-assets/uniforms/ironman4.webp,https://thanosvibs.money/uniforms
ironman,Marvel Studios' Captain America: Civil War,500000 Gold,,500000 Gold,Update 2.1.5,"May 17, 2016",https://thanosvibs.money/static/assets/portraits_128/ironman3.png,/mff-assets/uniforms/ironman3.webp,https://thanosvibs.money/uniforms
ironman,Model Nil,1750 Crystals,,1750 Crystals,Update 10.3,"September 4, 2024",https://thanosvibs.money/static/assets/portraits_128/ironman10.png,/mff-assets/uniforms/ironman10.webp,https://thanosvibs.money/uniforms
ironman,Secret Wars: 2099,500000 Gold,,500000 Gold,Update 1.4,"August 25, 2015",https://thanosvibs.money/static/assets/portraits_128/ironman2.png,/mff-assets/uniforms/ironman2.webp,https://thanosvibs.money/uniforms
ironman,Superior Iron Man,1750 Crystals,,1750 Crystals,Update 7.0,"April 20, 2021",https://thanosvibs.money/static/assets/portraits_128/ironman8.png,/mff-assets/uniforms/ironman8.webp,https://thanosvibs.money/uniforms
ironman,Team Suit,1750 Crystals,,1750 Crystals,Update 5.0,"April 24, 2019",https://thanosvibs.money/static/assets/portraits_128/ironman6.png,/mff-assets/uniforms/ironman6.webp,https://thanosvibs.money/uniforms
ironheart,Marvel Television's Ironheart,1750 Crystals,,1750 Crystals,Update 11.0.5b,"July 2, 2025",https://thanosvibs.money/static/assets/portraits_128/ironheart2.png,/mff-assets/uniforms/ironheart2.webp,https://thanosvibs.money/uniforms
jeangrey,Dark Phoenix,2500 Crystals,,2500 Crystals,Update 8.6,"December 7, 2022",https://thanosvibs.money/static/assets/portraits_128/jeangrey3.png,/mff-assets/uniforms/jeangrey3.webp,https://thanosvibs.money/uniforms
jeangrey,Marvel Girl,2500 Crystals,,2500 Crystals,Update 5.9,"March 18, 2020",https://thanosvibs.money/static/assets/portraits_128/jeangrey2.png,/mff-assets/uniforms/jeangrey2.webp,https://thanosvibs.money/uniforms
jeangrey,X-Men Red,2500 Crystals,,2500 Crystals,Update 5.1,"May 29, 2019",https://thanosvibs.money/static/assets/portraits_128/jeangrey1.png,/mff-assets/uniforms/jeangrey1.webp,https://thanosvibs.money/uniforms
jessicajones,Jewel,1750 Crystals,,1750 Crystals,Update 6.9,"March 16, 2021",https://thanosvibs.money/static/assets/portraits_128/jessicajones1.png,/mff-assets/uniforms/jessicajones1.webp,https://thanosvibs.money/uniforms
juggernaut,Fear Itself,1750 Crystals,,1750 Crystals,Update 8.3,"August 10, 2022",https://thanosvibs.money/static/assets/portraits_128/juggernaut1.png,/mff-assets/uniforms/juggernaut1.webp,https://thanosvibs.money/uniforms
juggernaut,Savage Avengers,1750 Crystals,,1750 Crystals,Update 11.2,"August 20, 2025",https://thanosvibs.money/static/assets/portraits_128/juggernaut2.png,/mff-assets/uniforms/juggernaut2.webp,https://thanosvibs.money/uniforms
kangtheconqueror,Rama-Tut,3250 Crystals,,3250 Crystals,Update 11.5.5b,"January 7, 2026",https://thanosvibs.money/static/assets/portraits_128/kang1.png,/mff-assets/uniforms/kang1.webp,https://thanosvibs.money/uniforms
karnak,"All-New, All-Different",500000 Gold,,500000 Gold,Update 2.9.5,"March 15, 2017",https://thanosvibs.money/static/assets/portraits_128/karnak1.png,/mff-assets/uniforms/karnak1.webp,https://thanosvibs.money/uniforms
kidkaiju,Monsters Unleashed! (MFF Variant),500000 Gold,,500000 Gold,Update 3.3,"August 9, 2017",https://thanosvibs.money/static/assets/portraits_128/kidkaiju1.png,/mff-assets/uniforms/kidkaiju1.webp,https://thanosvibs.money/uniforms
kidomega,Uncanny X-Men,1750 Crystals,,1750 Crystals,Update 11.7,"March 4, 2026",https://thanosvibs.money/static/assets/portraits_128/kidomega1.png,/mff-assets/uniforms/kidomega1.webp,https://thanosvibs.money/uniforms
kingo,Marvel Studios' Eternals,1750 Crystals,,1750 Crystals,Update 7.6,"November 17, 2021",https://thanosvibs.money/static/assets/portraits_128/kingo1.png,/mff-assets/uniforms/kingo1.webp,https://thanosvibs.money/uniforms
kingpin,Marvel Television's Daredevil: Born Again,1750 Crystals,,1750 Crystals,Update 10.8,"March 19, 2025",https://thanosvibs.money/static/assets/portraits_128/kingpin3.png,/mff-assets/uniforms/kingpin3.webp,https://thanosvibs.money/uniforms
kingpin,Secret Wars: Armor Wars,500000 Gold,,500000 Gold,Update 1.4,"August 25, 2015",https://thanosvibs.money/static/assets/portraits_128/kingpin1.png,/mff-assets/uniforms/kingpin1.webp,https://thanosvibs.money/uniforms
kingpin,Winter Criminal,Christmas Exclusive (1750 Crystals),Christmas,1750 Crystals,Update 7.7,"December 22, 2021",https://thanosvibs.money/static/assets/portraits_128/kingpin2.png,/mff-assets/uniforms/kingpin2.webp,https://thanosvibs.money/uniforms
kittypryde,Red Queen,1750 Crystals,,1750 Crystals,Update 8.8.5,"February 28, 2023",https://thanosvibs.money/static/assets/portraits_128/kittypryde1.png,/mff-assets/uniforms/kittypryde1.webp,https://thanosvibs.money/uniforms
knull,Ancient History,3250 Crystals,,3250 Crystals,Update 10.5.5,"December 4, 2024",https://thanosvibs.money/static/assets/portraits_128/knull1.png,/mff-assets/uniforms/knull1.webp,https://thanosvibs.money/uniforms
kraventhehunter,Interdimensional Hunter,1750 Crystals,,1750 Crystals,Update 8.9,"March 22, 2023",https://thanosvibs.money/static/assets/portraits_128/kraventhehunter1.png,/mff-assets/uniforms/kraventhehunter1.webp,https://thanosvibs.money/uniforms
lash,Modern,500000 Gold,,500000 Gold,Update 1.6,"October 29, 2015",https://thanosvibs.money/static/assets/portraits_128/lash1.png,/mff-assets/uniforms/lash1.webp,https://thanosvibs.money/uniforms
loki,Agent of Asgard,1750 Crystals,,1750 Crystals,Update 6.7,"January 5, 2021",https://thanosvibs.money/static/assets/portraits_128/loki4.png,/mff-assets/uniforms/loki4.webp,https://thanosvibs.money/uniforms
loki,Classic,500000 Gold,,500000 Gold,Update 4.4.5,"October 1, 2018",https://thanosvibs.money/static/assets/portraits_128/loki3.png,/mff-assets/uniforms/loki3.webp,https://thanosvibs.money/uniforms
loki,Lady Loki,500000 Gold,,500000 Gold,Update 1.9,"January 20, 2016",https://thanosvibs.money/static/assets/portraits_128/loki1.png,/mff-assets/uniforms/loki1.webp,https://thanosvibs.money/uniforms
loki,Marvel Studios' Loki,1750 Crystals,,1750 Crystals,Update 9.5.5,"November 22, 2023",https://thanosvibs.money/static/assets/portraits_128/loki7.png,/mff-assets/uniforms/loki7.webp,https://thanosvibs.money/uniforms
loki,Marvel Studios' Loki (President Loki),1750 Crystals,,1750 Crystals,Update 7.3.5,"August 17, 2021",https://thanosvibs.money/static/assets/portraits_128/loki6.png,/mff-assets/uniforms/loki6.webp,https://thanosvibs.money/uniforms
loki,Marvel Studios' Loki (TVA Suit),1750 Crystals,,1750 Crystals,Update 7.3.5,"August 17, 2021",https://thanosvibs.money/static/assets/portraits_128/loki5.png,/mff-assets/uniforms/loki5.webp,https://thanosvibs.money/uniforms
loki,Marvel Studios' Thor: Ragnarok,1750 Crystals,,1750 Crystals,Update 3.5,"October 25, 2017",https://thanosvibs.money/static/assets/portraits_128/loki2.png,/mff-assets/uniforms/loki2.webp,https://thanosvibs.money/uniforms
loki,Young Avengers,1750 Crystals,,1750 Crystals,Update 11.5,"December 11, 2025",https://thanosvibs.money/static/assets/portraits_128/loki8.png,/mff-assets/uniforms/loki8.webp,https://thanosvibs.money/uniforms
lukecage,"All-New, All-Different",500000 Gold,,500000 Gold,Update 1.9.5,"February 16, 2016",https://thanosvibs.money/static/assets/portraits_128/lukecage1.png,/mff-assets/uniforms/lukecage1.webp,https://thanosvibs.money/uniforms
lukecage,Marvel Studios' Luke Cage,500000 Gold,,500000 Gold,Update 2.9.5,"March 15, 2017",https://thanosvibs.money/static/assets/portraits_128/lukecage2.png,/mff-assets/uniforms/lukecage2.webp,https://thanosvibs.money/uniforms
lukecage,Uptown Suit,1750 Crystals,,1750 Crystals,Update 6.9,"March 16, 2021",https://thanosvibs.money/static/assets/portraits_128/lukecage3.png,/mff-assets/uniforms/lukecage3.webp,https://thanosvibs.money/uniforms
lunasnow,Andromeda Suit,1750 Crystals,,1750 Crystals,Update 4.6,"November 28, 2018",https://thanosvibs.money/static/assets/portraits_128/lunasnow1.png,/mff-assets/uniforms/lunasnow1.webp,https://thanosvibs.money/uniforms
lunasnow,Lifestyle Series 1,1750 Crystals,,1750 Crystals,Update 5.5,"November 27, 2019",https://thanosvibs.money/static/assets/portraits_128/lunasnow2.png,/mff-assets/uniforms/lunasnow2.webp,https://thanosvibs.money/uniforms
lunasnow,Light Sirius Armor,1750 Crystals,,1750 Crystals,Update 7.4.5,"September 23, 2021",https://thanosvibs.money/static/assets/portraits_128/lunasnow3.png,/mff-assets/uniforms/lunasnow3.webp,https://thanosvibs.money/uniforms
lunasnow,Mirae 2099,1750 Crystals,,1750 Crystals,Update 11.8.5,"April 22, 2026",https://thanosvibs.money/static/assets/portraits_128/lunasnow5.png,/mff-assets/uniforms/lunasnow5.webp,https://thanosvibs.money/uniforms
lunasnow,Summer Lilac,Summer Exclusive (Paywall),Summer,Paywall,Update 9.2.5,"August 9, 2023",https://thanosvibs.money/static/assets/portraits_128/lunasnow4.png,/mff-assets/uniforms/lunasnow4.webp,https://thanosvibs.money/uniforms
modok,Ant-Man and the Wasp: Quantumania,1750 Crystals,,1750 Crystals,Update 8.8,"February 15, 2023",https://thanosvibs.money/static/assets/portraits_128/modok3.png,/mff-assets/uniforms/modok3.webp,https://thanosvibs.money/uniforms
modok,CAPDOC,500000 Gold,,500000 Gold,Update 2.3,"July 14, 2016",https://thanosvibs.money/static/assets/portraits_128/modok2.png,/mff-assets/uniforms/modok2.webp,https://thanosvibs.money/uniforms
modok,SPIDOC,500000 Gold,,500000 Gold,Update 1.6,"October 29, 2015",https://thanosvibs.money/static/assets/portraits_128/modok1.png,/mff-assets/uniforms/modok1.webp,https://thanosvibs.money/uniforms
madelynepryor,Winter Queen,Christmas Exclusive (Paywall),Christmas,Paywall,Update 11.5.5a,"December 24, 2025",https://thanosvibs.money/static/assets/portraits_128/madelynepryor1.png,/mff-assets/uniforms/madelynepryor1.webp,https://thanosvibs.money/uniforms
maestro,Secret Wars: Future Imperfect,500000 Gold,,500000 Gold,Update 1.4,"August 25, 2015",https://thanosvibs.money/static/assets/portraits_128/hulk1.png,/mff-assets/uniforms/hulk1.webp,https://thanosvibs.money/uniforms
magik,Krakoan Winter,Christmas Exclusive (Paywall),Christmas,Paywall,Update 8.6.5,"December 21, 2022",https://thanosvibs.money/static/assets/portraits_128/magik2.png,/mff-assets/uniforms/magik2.webp,https://thanosvibs.money/uniforms
magik,Marvel Rivals,1750 Crystals,,1750 Crystals,Update 10.6.5b,"January 22, 2025",https://thanosvibs.money/static/assets/portraits_128/magik3.png,/mff-assets/uniforms/magik3.webp,https://thanosvibs.money/uniforms
magik,Phoenix Five,1750 Crystals,,1750 Crystals,Update 5.4.5,"October 1, 2019",https://thanosvibs.money/static/assets/portraits_128/magik1.png,/mff-assets/uniforms/magik1.webp,https://thanosvibs.money/uniforms
magneto,House of X,1750 Crystals,,1750 Crystals,Update 5.9,"March 18, 2020",https://thanosvibs.money/static/assets/portraits_128/magneto2.png,/mff-assets/uniforms/magneto2.webp,https://thanosvibs.money/uniforms
magneto,Krakoan Winter,Christmas Exclusive (1750 Crystals),Christmas,1750 Crystals,Update 8.6.5,"December 21, 2022",https://thanosvibs.money/static/assets/portraits_128/magneto3.png,/mff-assets/uniforms/magneto3.webp,https://thanosvibs.money/uniforms
magneto,Marvel NOW!,1750 Crystals,,1750 Crystals,Update 4.5,"October 24, 2018",https://thanosvibs.money/static/assets/portraits_128/magneto1.png,/mff-assets/uniforms/magneto1.webp,https://thanosvibs.money/uniforms
makkari,Marvel Studios' Eternals,1750 Crystals,,1750 Crystals,Update 7.5.5,"October 27, 2021",https://thanosvibs.money/static/assets/portraits_128/makkari1.png,/mff-assets/uniforms/makkari1.webp,https://thanosvibs.money/uniforms
malekith,"All-New, All-Different",500000 Gold,,500000 Gold,Update 2.2,"June 15, 2016",https://thanosvibs.money/static/assets/portraits_128/malekith1.png,/mff-assets/uniforms/malekith1.webp,https://thanosvibs.money/uniforms
malekith,War of the Realms,1750 Crystals,,1750 Crystals,Update 9.2,"July 26, 2023",https://thanosvibs.money/static/assets/portraits_128/malekith2.png,/mff-assets/uniforms/malekith2.webp,https://thanosvibs.money/uniforms
mantis,Marvel Studios' Guardians of the Galaxy 3,1750 Crystals,,1750 Crystals,Update 9.0,"May 3, 2023",https://thanosvibs.money/static/assets/portraits_128/mantis1.png,/mff-assets/uniforms/mantis1.webp,https://thanosvibs.money/uniforms
mayalopez,Marvel Studios' Hawkeye,1750 Crystals,,1750 Crystals,Update 7.9,"March 17, 2022",https://thanosvibs.money/static/assets/portraits_128/echo1.png,/mff-assets/uniforms/echo1.webp,https://thanosvibs.money/uniforms
mayalopezecho,Marvel Studios' Echo,1750 Crystals,,1750 Crystals,Update 9.9.5b,"April 24, 2024",https://thanosvibs.money/static/assets/portraits_128/echo2.png,/mff-assets/uniforms/echo2.webp,https://thanosvibs.money/uniforms
medusa,Ancient Curse,Halloween Exclusive (Paywall),Halloween,Paywall,Update 11.3.5,"October 15, 2025",https://thanosvibs.money/static/assets/portraits_128/medusa3.png,/mff-assets/uniforms/medusa3.webp,https://thanosvibs.money/uniforms
medusa,Inhumans vs X-Men,1750 Crystals,,1750 Crystals,Update 6.3,"August 11, 2020",https://thanosvibs.money/static/assets/portraits_128/medusa2.png,/mff-assets/uniforms/medusa2.webp,https://thanosvibs.money/uniforms
medusa,Monsters Unleashed! (MFF Variant),500000 Gold,,500000 Gold,Update 4.4,"September 13, 2018",https://thanosvibs.money/static/assets/portraits_128/medusa1.png,/mff-assets/uniforms/medusa1.webp,https://thanosvibs.money/uniforms
mephisto,Master of Hell,3250 Crystals,,3250 Crystals,Update 11.2.5,"September 3, 2025",https://thanosvibs.money/static/assets/portraits_128/mephisto1.png,/mff-assets/uniforms/mephisto1.webp,https://thanosvibs.money/uniforms
minnerva,Marvel Studios' Captain Marvel,1750 Crystals,,1750 Crystals,Update 4.8,"February 20, 2019",https://thanosvibs.money/static/assets/portraits_128/minn-erva1.png,/mff-assets/uniforms/minnerva1.webp,https://thanosvibs.money/uniforms
misterfantastic,Future Foundation,1750 Crystals,,1750 Crystals,Update 5.3,"August 7, 2019",https://thanosvibs.money/static/assets/portraits_128/misterfantastic1.png,/mff-assets/uniforms/misterfantastic1.webp,https://thanosvibs.money/uniforms
misterfantastic,Marvel Studios' The Fantastic Four: First Steps,1750 Crystals,,1750 Crystals,Update 11.1,"July 16, 2025",https://thanosvibs.money/static/assets/portraits_128/misterfantastic4.png,/mff-assets/uniforms/misterfantastic4.webp,https://thanosvibs.money/uniforms
misterfantastic,The Fall of the Fantastic Four,1750 Crystals,,1750 Crystals,Update 10.1,"June 12, 2024",https://thanosvibs.money/static/assets/portraits_128/misterfantastic3.png,/mff-assets/uniforms/misterfantastic3.webp,https://thanosvibs.money/uniforms
misterfantastic,The Maker,1750 Crystals,,1750 Crystals,Update 7.0,"April 20, 2021",https://thanosvibs.money/static/assets/portraits_128/misterfantastic2.png,/mff-assets/uniforms/misterfantastic2.webp,https://thanosvibs.money/uniforms
mistersinister,Hellfire Gala,1750 Crystals,,1750 Crystals,Update 7.7.5a,"January 5, 2022",https://thanosvibs.money/static/assets/portraits_128/mistersinister1.png,/mff-assets/uniforms/mistersinister1.webp,https://thanosvibs.money/uniforms
mockingbird,"All-New, All-Different",500000 Gold,,500000 Gold,Update 2.2,"June 15, 2016",https://thanosvibs.money/static/assets/portraits_128/mockingbird2.png,/mff-assets/uniforms/mockingbird2.webp,https://thanosvibs.money/uniforms
moongirl,Monsters Unleashed! (MFF Variant),1750 Crystals,,1750 Crystals,Update 4.7,"January 9, 2019",https://thanosvibs.money/static/assets/portraits_128/moongirl1.png,/mff-assets/uniforms/moongirl1.webp,https://thanosvibs.money/uniforms
moonknight,Armored,500000 Gold,,500000 Gold,Update 2.5,"September 20, 2016",https://thanosvibs.money/static/assets/portraits_128/moonknight1.png,/mff-assets/uniforms/moonknight1.webp,https://thanosvibs.money/uniforms
moonknight,Blood Moon Knight,1750 Crystals,,1750 Crystals,Update 11.8.5,"April 22, 2026",https://thanosvibs.money/static/assets/portraits_128/moonknight4.png,/mff-assets/uniforms/moonknight4.webp,https://thanosvibs.money/uniforms
moonknight,Marvel Studios' Moon Knight,1750 Crystals,,1750 Crystals,Update 8.1.5,"June 15, 2022",https://thanosvibs.money/static/assets/portraits_128/moonknight3.png,/mff-assets/uniforms/moonknight3.webp,https://thanosvibs.money/uniforms
moonknight,Mr. Knight,1750 Crystals,,1750 Crystals,Update 6.4a,"September 22, 2020",https://thanosvibs.money/static/assets/portraits_128/moonknight2.png,/mff-assets/uniforms/moonknight2.webp,https://thanosvibs.money/uniforms
mordo,Marvel Studios' Doctor Strange,500000 Gold,,500000 Gold,Update 2.6,"October 26, 2016",https://thanosvibs.money/static/assets/portraits_128/baronmordo1.png,/mff-assets/uniforms/baronmordo1.webp,https://thanosvibs.money/uniforms
mordo,Marvel Studios' Doctor Strange 2,1750 Crystals,,1750 Crystals,Update 8.0.5,"May 11, 2022",https://thanosvibs.money/static/assets/portraits_128/baronmordo2.png,/mff-assets/uniforms/baronmordo2.webp,https://thanosvibs.money/uniforms
morganlefay,Fallen Soul,Halloween Exclusive (Paywall),Halloween,Paywall,Update 8.4.5b,"October 19, 2022",https://thanosvibs.money/static/assets/portraits_128/morganlefay1.png,/mff-assets/uniforms/morganlefay1.webp,https://thanosvibs.money/uniforms
msmarvelkamalakhan,Inhumans: Attilan Rising,1750 Crystals,,1750 Crystals,Update 6.3a,"August 18, 2020",https://thanosvibs.money/static/assets/portraits_128/kamalakhan2.png,/mff-assets/uniforms/kamalakhan2.webp,https://thanosvibs.money/uniforms
msmarvelkamalakhan,Karachi Costume,500000 Gold,,500000 Gold,Update 2.9,"February 15, 2017",https://thanosvibs.money/static/assets/portraits_128/kamalakhan1.png,/mff-assets/uniforms/kamalakhan1.webp,https://thanosvibs.money/uniforms
msmarvelkamalakhan,Marvel Animation's Marvel Zombies,1750 Crystals,,1750 Crystals,Update 11.3,"September 24, 2025",https://thanosvibs.money/static/assets/portraits_128/kamalakhan5.png,/mff-assets/uniforms/kamalakhan5.webp,https://thanosvibs.money/uniforms
msmarvelkamalakhan,Marvel Studios' Ms. Marvel,1750 Crystals,,1750 Crystals,Update 8.3.5a,"August 24, 2022",https://thanosvibs.money/static/assets/portraits_128/kamalakhan3.png,/mff-assets/uniforms/kamalakhan3.webp,https://thanosvibs.money/uniforms
msmarvelkamalakhan,Marvel Studios' The Marvels,1750 Crystals,,1750 Crystals,Update 9.5,"November 8, 2023",https://thanosvibs.money/static/assets/portraits_128/kamalakhan4.png,/mff-assets/uniforms/kamalakhan4.webp,https://thanosvibs.money/uniforms
mysterio,Spider-Man: Far From Home,1750 Crystals,,1750 Crystals,Update 5.2,"July 2, 2019",https://thanosvibs.money/static/assets/portraits_128/mysterio1.png,/mff-assets/uniforms/mysterio1.webp,https://thanosvibs.money/uniforms
mysterio,Summer Mystery,Summer Exclusive (1750 Crystals),Summer,1750 Crystals,Update 9.2.5,"August 9, 2023",https://thanosvibs.money/static/assets/portraits_128/mysterio2.png,/mff-assets/uniforms/mysterio2.webp,https://thanosvibs.money/uniforms
mystique,Hellfire Gala,1750 Crystals,,1750 Crystals,Update 9.7.5,"January 31, 2024",https://thanosvibs.money/static/assets/portraits_128/mystique1.png,/mff-assets/uniforms/mystique1.webp,https://thanosvibs.money/uniforms
namor,Black Panther: Wakanda Forever,1750 Crystals,,1750 Crystals,Update 8.5,"November 2, 2022",https://thanosvibs.money/static/assets/portraits_128/namor2.png,/mff-assets/uniforms/namor2.webp,https://thanosvibs.money/uniforms
