id,appearance_id,kind,source_skill_type,source_skill_id,name,cooldown,target,activation,icon,sort_order,source_url,raw_data
appearance-ability:hulkbuster3:passive,hulkbuster3,passive,Passive,100457401,Heavy Duty Exo-Frame,0,Machine Allies,,icon_hulkbuster_skill04,1,https://thanosvibs.money/api/characters/hulkbuster3/skills,"{""character"":""Hulkbuster (Iron Man Mark 44)"",""characterId"":""hulkbusterironmanmark44"",""uniform"":""3099"",""baseCharacter"":false,""sourceSkillId"":""100457401""}"
appearance-ability:hulkbuster3:tier-2-passive,hulkbuster3,passive,Tier-2 Passive,100457101,System Upgrade,0,,,icon_hulkbuster_skill70,2,https://thanosvibs.money/api/characters/hulkbuster3/skills,"{""character"":""Hulkbuster (Iron Man Mark 44)"",""characterId"":""hulkbusterironmanmark44"",""uniform"":""3099"",""baseCharacter"":false,""sourceSkillId"":""100457101""}"
appearance-ability:hulkbuster3:uniform-passive,hulkbuster3,uniform_effect,Uniform Passive,100455201,3099,1,,when HP is below 99 %,hulkbuster3,3,https://thanosvibs.money/api/characters/hulkbuster3/skills,"{""character"":""Hulkbuster (Iron Man Mark 44)"",""characterId"":""hulkbusterironmanmark44"",""uniform"":""3099"",""baseCharacter"":false,""sourceSkillId"":""100455201""}"
appearance-ability:hulkbuster4:leader-skill,hulkbuster4,leader,Leader Skill,100459706,Iron Armada,0,Iron Man,,icon_hulkbuster_skill33,0,https://thanosvibs.money/api/characters/hulkbuster4/skills,"{""character"":""Hulkbuster (Iron Man Mark 44)"",""characterId"":""hulkbusterironmanmark44"",""uniform"":""Celestial Hulkbuster"",""baseCharacter"":false,""sourceSkillId"":""100459706""}"
appearance-ability:hulkbuster4:passive,hulkbuster4,passive,Passive,100459901,Heavy Duty Exo-Frame,0,Machine Allies,,icon_hulkbuster_skill34,1,https://thanosvibs.money/api/characters/hulkbuster4/skills,"{""character"":""Hulkbuster (Iron Man Mark 44)"",""characterId"":""hulkbusterironmanmark44"",""uniform"":""Celestial Hulkbuster"",""baseCharacter"":false,""sourceSkillId"":""100459901""}"
appearance-ability:hulkbuster4:tier-2-passive,hulkbuster4,passive,Tier-2 Passive,100459601,System Upgrade,0,,,icon_hulkbuster_skill35,2,https://thanosvibs.money/api/characters/hulkbuster4/skills,"{""character"":""Hulkbuster (Iron Man Mark 44)"",""characterId"":""hulkbusterironmanmark44"",""uniform"":""Celestial Hulkbuster"",""baseCharacter"":false,""sourceSkillId"":""100459601""}"
appearance-ability:hulkbuster4:uniform-passive,hulkbuster4,uniform_effect,Uniform Passive,100458901,Celestial Hulkbuster,0,,when HP is below 99 %,hulkbuster4,3,https://thanosvibs.money/api/characters/hulkbuster4/skills,"{""character"":""Hulkbuster (Iron Man Mark 44)"",""characterId"":""hulkbusterironmanmark44"",""uniform"":""Celestial Hulkbuster"",""baseCharacter"":false,""sourceSkillId"":""100458901""}"
appearance-ability:hulkling:leader-skill,hulkling,leader,Leader Skill,100852006,Metamorphic Adaptation,0,All Allies,,icon_hulkling_skill20,0,https://thanosvibs.money/api/characters/hulkling/skills,"{""character"":""Hulkling"",""characterId"":""hulkling"",""uniform"":""New Avengers"",""baseCharacter"":true,""sourceSkillId"":""100852006""}"
appearance-ability:hulkling:passive,hulkling,passive,Passive,100850401,Kree Ancestry,0,,,icon_hulkling_skill04,1,https://thanosvibs.money/api/characters/hulkling/skills,"{""character"":""Hulkling"",""characterId"":""hulkling"",""uniform"":""New Avengers"",""baseCharacter"":true,""sourceSkillId"":""100850401""}"
appearance-ability:hulkling:tier-2-passive,hulkling,passive,Tier-2 Passive,100857001,Skrull Skin,20,,25 % rate when hit,icon_hulkling_skill70,2,https://thanosvibs.money/api/characters/hulkling/skills,"{""character"":""Hulkling"",""characterId"":""hulkling"",""uniform"":""New Avengers"",""baseCharacter"":true,""sourceSkillId"":""100857001""}"
appearance-ability:humantorch:leader-skill,humantorch,leader,Leader Skill,101812006,Flame On!,0,All Allies,,icon_humantorch_skill20,0,https://thanosvibs.money/api/characters/humantorch/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101812006""}"
appearance-ability:humantorch:passive,humantorch,passive,Passive,101810401,Fire with Fire,0,,,icon_humantorch_skill04,1,https://thanosvibs.money/api/characters/humantorch/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101810401""}"
appearance-ability:humantorch:tier-2-passive,humantorch,passive,Tier-2 Passive,101817001,Turn Up the Heat,0,,,icon_humantorch_skill70,2,https://thanosvibs.money/api/characters/humantorch/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101817001""}"
appearance-ability:humantorch1:leader-skill,humantorch1,leader,Leader Skill,101812006,Flame On!,0,All Allies,,icon_humantorch_skill20,0,https://thanosvibs.money/api/characters/humantorch1/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101812006""}"
appearance-ability:humantorch1:passive,humantorch1,passive,Passive,101810401,Fire with Fire,0,,,icon_humantorch_skill04,1,https://thanosvibs.money/api/characters/humantorch1/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101810401""}"
appearance-ability:humantorch1:tier-2-passive,humantorch1,passive,Tier-2 Passive,101817001,Turn Up the Heat,0,,,icon_humantorch_skill70,2,https://thanosvibs.money/api/characters/humantorch1/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101817001""}"
appearance-ability:humantorch1:uniform-passive,humantorch1,uniform_effect,Uniform Passive,101812801,Future Foundation,0,,,humantorch1,3,https://thanosvibs.money/api/characters/humantorch1/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101812801""}"
appearance-ability:humantorch2:leader-skill,humantorch2,leader,Leader Skill,101815206,Flame On!,0,All Allies,,icon_humantorch_skill20,0,https://thanosvibs.money/api/characters/humantorch2/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101815206""}"
appearance-ability:humantorch2:passive,humantorch2,passive,Passive,101815101,Fire with Fire,0,,,icon_humantorch_skill04,1,https://thanosvibs.money/api/characters/humantorch2/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101815101""}"
appearance-ability:humantorch2:tier-2-passive,humantorch2,passive,Tier-2 Passive,101817001,Turn Up the Heat,0,,,icon_humantorch_skill70,2,https://thanosvibs.money/api/characters/humantorch2/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101817001""}"
appearance-ability:humantorch2:uniform-passive,humantorch2,uniform_effect,Uniform Passive,101815001,Classic,0,,,humantorch2,3,https://thanosvibs.money/api/characters/humantorch2/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101815001""}"
appearance-ability:humantorch3:leader-skill,humantorch3,leader,Leader Skill,101815206,Flame On!,0,All Allies,,icon_humantorch_skill20,0,https://thanosvibs.money/api/characters/humantorch3/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""101815206""}"
appearance-ability:humantorch3:passive,humantorch3,passive,Passive,121810001,Fire with Fire,0,,,icon_humantorch_skill04,1,https://thanosvibs.money/api/characters/humantorch3/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""121810001""}"
appearance-ability:humantorch3:tier-2-passive,humantorch3,passive,Tier-2 Passive,121810101,Spreading Flames,0,,,icon_humantorch_skill70,2,https://thanosvibs.money/api/characters/humantorch3/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""121810101""}"
appearance-ability:humantorch3:uniform-passive,humantorch3,uniform_effect,Uniform Passive,101819901,The Fall of the Fantastic Four,0,,,humantorch3,3,https://thanosvibs.money/api/characters/humantorch3/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""101819901""}"
appearance-ability:humantorch4:leader-skill,humantorch4,leader,Leader Skill,101815206,Flame On!,0,All Allies,,icon_humantorch_skill20,0,https://thanosvibs.money/api/characters/humantorch4/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""101815206""}"
appearance-ability:humantorch4:passive,humantorch4,passive,Passive,121810001,Fire with Fire,0,,,icon_humantorch_skill04,1,https://thanosvibs.money/api/characters/humantorch4/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""121810001""}"
appearance-ability:humantorch4:tier-2-passive,humantorch4,passive,Tier-2 Passive,121812401,Spreading Flames,0,,,icon_humantorch_skill70,2,https://thanosvibs.money/api/characters/humantorch4/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""121812401""}"
appearance-ability:humantorch4:uniform-passive,humantorch4,uniform_effect,Uniform Passive,121812301,Marvel Studios' The Fantastic Four: First Steps,0,,,humantorch4,3,https://thanosvibs.money/api/characters/humantorch4/skills,"{""character"":""Human Torch"",""characterId"":""humantorch"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""121812301""}"
appearance-ability:hydroman:leader-skill,hydroman,leader,Leader Skill,101962006,Running Water,0,All Allies,,icon_hydroman_skill20,0,https://thanosvibs.money/api/characters/hydroman/skills,"{""character"":""Hydro-Man"",""characterId"":""hydroman"",""uniform"":""Spider-Man: Far From Home"",""baseCharacter"":true,""sourceSkillId"":""101962006""}"
appearance-ability:hydroman:passive,hydroman,passive,Passive,101960401,Torrent,1,,when skill (Regular Attacks Excluded) is used,icon_hydroman_skill04,1,https://thanosvibs.money/api/characters/hydroman/skills,"{""character"":""Hydro-Man"",""characterId"":""hydroman"",""uniform"":""Spider-Man: Far From Home"",""baseCharacter"":true,""sourceSkillId"":""101960401""}"
appearance-ability:hydroman:tier-2-passive,hydroman,passive,Tier-2 Passive,101967001,Water Supply,10,,when using ENLARGE buff,icon_hydroman_skill70,2,https://thanosvibs.money/api/characters/hydroman/skills,"{""character"":""Hydro-Man"",""characterId"":""hydroman"",""uniform"":""Spider-Man: Far From Home"",""baseCharacter"":true,""sourceSkillId"":""101967001""}"
appearance-ability:hyperion:leader-skill,hyperion,leader,Leader Skill,100802006,Cosmic Fusion,0,All Allies,,icon_hyperion_skill20,0,https://thanosvibs.money/api/characters/hyperion/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""100802006""}"
appearance-ability:hyperion:passive,hyperion,passive,Passive,100800401,Solar Power,15,,when hit,icon_hyperion_skill04,1,https://thanosvibs.money/api/characters/hyperion/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""100800401""}"
appearance-ability:hyperion:tier-2-passive,hyperion,passive,Tier-2 Passive,100801301,Sun Spark,0,,,icon_hyperion_skill13,2,https://thanosvibs.money/api/characters/hyperion/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""100801301""}"
appearance-ability:hyperion1:leader-skill,hyperion1,leader,Leader Skill,100802006,Cosmic Fusion,0,All Allies,,icon_hyperion_skill20,0,https://thanosvibs.money/api/characters/hyperion1/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""100802006""}"
appearance-ability:hyperion1:passive,hyperion1,passive,Passive,100802801,Solar Power,15,,when hit,icon_hyperion_skill04,1,https://thanosvibs.money/api/characters/hyperion1/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""100802801""}"
appearance-ability:hyperion1:tier-2-passive,hyperion1,passive,Tier-2 Passive,100801301,Sun Spark,0,,,icon_hyperion_skill13,2,https://thanosvibs.money/api/characters/hyperion1/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""100801301""}"
appearance-ability:hyperion1:uniform-passive,hyperion1,uniform_effect,Uniform Passive,100805001,Classic,0,,,hyperion1,3,https://thanosvibs.money/api/characters/hyperion1/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""100805001""}"
appearance-ability:hyperion2:leader-skill,hyperion2,leader,Leader Skill,100805506,Cosmic Fusion,0,All Allies,,icon_hyperion_skill20,0,https://thanosvibs.money/api/characters/hyperion2/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""100805506""}"
appearance-ability:hyperion2:passive,hyperion2,passive,Passive,100805401,Solar Power,10,,when hit,icon_hyperion_skill04,1,https://thanosvibs.money/api/characters/hyperion2/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""100805401""}"
appearance-ability:hyperion2:tier-2-passive,hyperion2,passive,Tier-2 Passive,100805601,Sun Spark,0,,,icon_hyperion_skill13,2,https://thanosvibs.money/api/characters/hyperion2/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""100805601""}"
appearance-ability:hyperion2:uniform-passive,hyperion2,uniform_effect,Uniform Passive,100805701,Enter the Phoenix,0,,,hyperion2,3,https://thanosvibs.money/api/characters/hyperion2/skills,"{""character"":""Hyperion"",""characterId"":""hyperion"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""100805701""}"
appearance-ability:iceman:leader-skill,iceman,leader,Leader Skill,101922006,Internal Cooling,0,All Allies,,icon_iceman_skill20,0,https://thanosvibs.money/api/characters/iceman/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101922006""}"
appearance-ability:iceman:passive,iceman,passive,Passive,101920401,Cold Shoulder,0,,,icon_iceman_skill04,1,https://thanosvibs.money/api/characters/iceman/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101920401""}"
appearance-ability:iceman:tier-2-passive,iceman,passive,Tier-2 Passive,101927001,Frostbite,0,,,icon_iceman_skill70,2,https://thanosvibs.money/api/characters/iceman/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101927001""}"
appearance-ability:iceman1:leader-skill,iceman1,leader,Leader Skill,101922006,Internal Cooling,0,All Allies,,icon_iceman_skill20,0,https://thanosvibs.money/api/characters/iceman1/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""X-Men Blue"",""baseCharacter"":false,""sourceSkillId"":""101922006""}"
appearance-ability:iceman1:passive,iceman1,passive,Passive,101920401,Cold Shoulder,0,,,icon_iceman_skill04,1,https://thanosvibs.money/api/characters/iceman1/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""X-Men Blue"",""baseCharacter"":false,""sourceSkillId"":""101920401""}"
appearance-ability:iceman1:tier-2-passive,iceman1,passive,Tier-2 Passive,101927001,Frostbite,0,,,icon_iceman_skill70,2,https://thanosvibs.money/api/characters/iceman1/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""X-Men Blue"",""baseCharacter"":false,""sourceSkillId"":""101927001""}"
appearance-ability:iceman1:uniform-passive,iceman1,uniform_effect,Uniform Passive,101925001,X-Men Blue,10,,When FREEZE effect is used,iceman1,3,https://thanosvibs.money/api/characters/iceman1/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""X-Men Blue"",""baseCharacter"":false,""sourceSkillId"":""101925001""}"
appearance-ability:iceman2:leader-skill,iceman2,leader,Leader Skill,101922006,Internal Cooling,0,All Allies,,icon_iceman_skill20,0,https://thanosvibs.money/api/characters/iceman2/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""Krakoan Summer"",""baseCharacter"":false,""sourceSkillId"":""101922006""}"
appearance-ability:iceman2:passive,iceman2,passive,Passive,101924301,Icy Enhancement,0,,,icon_iceman_skill12,1,https://thanosvibs.money/api/characters/iceman2/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""Krakoan Summer"",""baseCharacter"":false,""sourceSkillId"":""101924301""}"
appearance-ability:iceman2:tier-2-passive,iceman2,passive,Tier-2 Passive,101924401,Frostbite,0,,,icon_iceman_skill70,2,https://thanosvibs.money/api/characters/iceman2/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""Krakoan Summer"",""baseCharacter"":false,""sourceSkillId"":""101924401""}"
appearance-ability:iceman2:uniform-passive,iceman2,uniform_effect,Uniform Passive,101924501,Krakoan Summer,10,,When FREEZE effect is used,iceman2,3,https://thanosvibs.money/api/characters/iceman2/skills,"{""character"":""Iceman"",""characterId"":""iceman"",""uniform"":""Krakoan Summer"",""baseCharacter"":false,""sourceSkillId"":""101924501""}"
appearance-ability:inferno:leader-skill,inferno,leader,Leader Skill,101132006,Fiery Fever,0,All Allies,,icon_inferno_skill20,0,https://thanosvibs.money/api/characters/inferno/skills,"{""character"":""Inferno"",""characterId"":""inferno"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""101132006""}"
appearance-ability:inferno:passive,inferno,passive,Passive,101130401,Burning Rage,0,,,icon_inferno_skill04,1,https://thanosvibs.money/api/characters/inferno/skills,"{""character"":""Inferno"",""characterId"":""inferno"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""101130401""}"
appearance-ability:inferno:tier-2-passive,inferno,passive,Tier-2 Passive,101137001,Hot Streak,0,,,icon_inferno_skill70,2,https://thanosvibs.money/api/characters/inferno/skills,"{""character"":""Inferno"",""characterId"":""inferno"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""101137001""}"
appearance-ability:inferno1:leader-skill,inferno1,leader,Leader Skill,101132006,Fiery Fever,0,All Allies,,icon_inferno_skill20,0,https://thanosvibs.money/api/characters/inferno1/skills,"{""character"":""Inferno"",""characterId"":""inferno"",""uniform"":""Modern"",""baseCharacter"":false,""sourceSkillId"":""101132006""}"
appearance-ability:inferno1:passive,inferno1,passive,Passive,101130401,Burning Rage,0,,,icon_inferno_skill04,1,https://thanosvibs.money/api/characters/inferno1/skills,"{""character"":""Inferno"",""characterId"":""inferno"",""uniform"":""Modern"",""baseCharacter"":false,""sourceSkillId"":""101130401""}"
appearance-ability:inferno1:tier-2-passive,inferno1,passive,Tier-2 Passive,101137001,Hot Streak,0,,,icon_inferno_skill70,2,https://thanosvibs.money/api/characters/inferno1/skills,"{""character"":""Inferno"",""characterId"":""inferno"",""uniform"":""Modern"",""baseCharacter"":false,""sourceSkillId"":""101137001""}"
appearance-ability:inferno1:uniform-passive,inferno1,uniform_effect,Uniform Passive,101135001,Modern,5,,when HP is below 50 %,inferno1,3,https://thanosvibs.money/api/characters/inferno1/skills,"{""character"":""Inferno"",""characterId"":""inferno"",""uniform"":""Modern"",""baseCharacter"":false,""sourceSkillId"":""101135001""}"
appearance-ability:invisiblewoman:leader-skill,invisiblewoman,leader,Leader Skill,101802006,Strong Willpower,0,All Allies,,icon_invisiblewoman_skill20,0,https://thanosvibs.money/api/characters/invisiblewoman/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101802006""}"
appearance-ability:invisiblewoman:passive,invisiblewoman,passive,Passive,101801401,Invisibility Shift,5,"All Allies for the first effect, Self for the second effect",when hit,icon_invisiblewoman_skill04,1,https://thanosvibs.money/api/characters/invisiblewoman/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101801401""}"
appearance-ability:invisiblewoman:tier-2-passive,invisiblewoman,passive,Tier-2 Passive,101807001,Psionic Fields,0,,,icon_invisiblewoman_skill70,2,https://thanosvibs.money/api/characters/invisiblewoman/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""101807001""}"
appearance-ability:invisiblewoman1:leader-skill,invisiblewoman1,leader,Leader Skill,101802006,Strong Willpower,0,All Allies,,icon_invisiblewoman_skill20,0,https://thanosvibs.money/api/characters/invisiblewoman1/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101802006""}"
appearance-ability:invisiblewoman1:passive,invisiblewoman1,passive,Passive,101801401,Invisibility Shift,5,"All Allies for the first effect, Self for the second effect",when hit,icon_invisiblewoman_skill04,1,https://thanosvibs.money/api/characters/invisiblewoman1/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101801401""}"
appearance-ability:invisiblewoman1:tier-2-passive,invisiblewoman1,passive,Tier-2 Passive,101807001,Psionic Fields,0,,,icon_invisiblewoman_skill70,2,https://thanosvibs.money/api/characters/invisiblewoman1/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101807001""}"
appearance-ability:invisiblewoman1:uniform-passive,invisiblewoman1,uniform_effect,Uniform Passive,101803101,Future Foundation,0,,,invisiblewoman1,3,https://thanosvibs.money/api/characters/invisiblewoman1/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Future Foundation"",""baseCharacter"":false,""sourceSkillId"":""101803101""}"
appearance-ability:invisiblewoman2:leader-skill,invisiblewoman2,leader,Leader Skill,101802106,Strong Willpower,20,All Allies,when debuffed,icon_invisiblewoman_skill20,0,https://thanosvibs.money/api/characters/invisiblewoman2/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101802106""}"
appearance-ability:invisiblewoman2:passive,invisiblewoman2,passive,Passive,101801401,Invisibility Shift,5,"All Allies for the first effect, Self for the second effect",when hit,icon_invisiblewoman_skill04,1,https://thanosvibs.money/api/characters/invisiblewoman2/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101801401""}"
appearance-ability:invisiblewoman2:tier-2-passive,invisiblewoman2,passive,Tier-2 Passive,101807101,Psionic Fields,0,,when using INVISIBILITY buff,icon_invisiblewoman_skill70,2,https://thanosvibs.money/api/characters/invisiblewoman2/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101807101""}"
appearance-ability:invisiblewoman2:uniform-passive,invisiblewoman2,uniform_effect,Uniform Passive,101805201,Classic,0,,,invisiblewoman2,3,https://thanosvibs.money/api/characters/invisiblewoman2/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101805201""}"
appearance-ability:invisiblewoman3:leader-skill,invisiblewoman3,leader,Leader Skill,101809706,Motherly Guidance,0,All Allies,,icon_invisiblewoman_skill19,0,https://thanosvibs.money/api/characters/invisiblewoman3/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""101809706""}"
appearance-ability:invisiblewoman3:passive,invisiblewoman3,passive,Passive,101801401,Invisibility Shift,5,"All Allies for the first effect, Self for the second effect",when hit,icon_invisiblewoman_skill04,1,https://thanosvibs.money/api/characters/invisiblewoman3/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""101801401""}"
appearance-ability:invisiblewoman3:tier-2-passive,invisiblewoman3,passive,Tier-2 Passive,101809901,Invisible Movement,0,,,icon_invisiblewoman_skill21,2,https://thanosvibs.money/api/characters/invisiblewoman3/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""101809901""}"
appearance-ability:invisiblewoman3:uniform-passive,invisiblewoman3,uniform_effect,Uniform Passive,101809801,The Fall of the Fantastic Four,20,All Allies,when debuffed,invisiblewoman3,3,https://thanosvibs.money/api/characters/invisiblewoman3/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""The Fall of the Fantastic Four"",""baseCharacter"":false,""sourceSkillId"":""101809801""}"
appearance-ability:invisiblewoman4:leader-skill,invisiblewoman4,leader,Leader Skill,101809706,Motherly Guidance,0,All Allies,,icon_invisiblewoman_skill19,0,https://thanosvibs.money/api/characters/invisiblewoman4/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""101809706""}"
appearance-ability:invisiblewoman4:passive,invisiblewoman4,passive,Passive,101801401,Invisibility Shift,5,"All Allies for the first effect, Self for the second effect",when hit,icon_invisiblewoman_skill04,1,https://thanosvibs.money/api/characters/invisiblewoman4/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""101801401""}"
appearance-ability:invisiblewoman4:tier-2-passive,invisiblewoman4,passive,Tier-2 Passive,121802001,Invisible Movement,0,,,icon_invisiblewoman_skill21,2,https://thanosvibs.money/api/characters/invisiblewoman4/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""121802001""}"
appearance-ability:invisiblewoman4:uniform-passive,invisiblewoman4,uniform_effect,Uniform Passive,121801801,Marvel Studios' The Fantastic Four: First Steps,0,"All Allies for the first effect, Self for the second effect",,invisiblewoman4,3,https://thanosvibs.money/api/characters/invisiblewoman4/skills,"{""character"":""Invisible Woman"",""characterId"":""invisiblewoman"",""uniform"":""Marvel Studios' The Fantastic Four: First Steps"",""baseCharacter"":false,""sourceSkillId"":""121801801""}"
appearance-ability:ironhammer:leader-skill,ironhammer,leader,Leader Skill,101712006,Infinite Power,0,All Allies,,icon_ironhammer_skill20,0,https://thanosvibs.money/api/characters/ironhammer/skills,"{""character"":""Iron Hammer"",""characterId"":""ironhammer"",""uniform"":""Infinity Warps"",""baseCharacter"":true,""sourceSkillId"":""101712006""}"
